domain,task,model,representation_id,f1,precision,recall,threshold,n_valid,n_failed,ap_pr,stats_path,preds_path
drugs,binary_1,gpt4,facts,0.7692,0.814,0.7292,55.2764,100,0,0.74735180918019,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,facts,0.7872,0.8043,0.7708,52.2613,100,0,0.8179413089274343,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,facts,0.8211,0.8298,0.8125,43.2161,100,0,0.8450734779454919,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,facts,0.7556,0.8095,0.7083,53.2663,100,0,0.8221586174155429,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,facts,0.7317,0.6,0.9375,30.1508,100,0,0.8180605104978297,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,mistral,facts,0.7156,0.6393,0.8125,45.2261,100,0,0.7467373682227026,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_mistral_binary_0_preds.csv
drugs,binary_1,qwen3_235b,facts,0.8,0.8085,0.7917,35.1759,100,0,0.7916720240413262,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,facts,0.8,0.8571,0.75,40.201,100,0,0.7892070263627482,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,fe_gpt_schema,0.764,0.8293,0.7083,35.1759,100,0,0.8077511246177453,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,fe_gpt_schema,0.7379,0.6909,0.7917,48.2412,100,0,0.8119317452538455,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,fe_gpt_schema,0.7551,0.74,0.7708,55.2764,100,0,0.8203027699677183,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,fe_gpt_schema,0.7912,0.8372,0.75,48.2412,100,0,0.8641442298514662,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,fe_gpt_schema,0.7692,0.7143,0.8333,42.2111,100,0,0.848368748283712,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,fe_gpt_schema,0.7865,0.8537,0.7292,55.2764,100,0,0.8446449747308309,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,fe_gpt_schema,0.7619,0.8889,0.6667,62.3116,100,0,0.8535248301853685,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,fe_gpt_schema,0.7563,0.6338,0.9375,30.1508,100,0,0.8087821849390923,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,mistral,fe_gpt_schema,0.7222,0.65,0.8125,60.3015,100,0,0.7995914629924845,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_mistral_binary_0_preds.csv
drugs,binary_1,qwen3_235b,fe_gpt_schema,0.78,0.75,0.8125,40.201,100,0,0.8348733871078796,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,fe_gpt_schema,0.7843,0.7407,0.8333,40.201,100,0,0.848510228016811,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gpt4,fe_legacy_from_structured,0.7843,0.7407,0.8333,38.191,100,0,0.8166201037844701,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_legacy_from_structured_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_legacy_from_structured_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,fe_manual_format,0.7356,0.8205,0.6667,25.1256,100,0,0.7330558370646845,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,fe_manual_format,0.7879,0.7647,0.8125,52.2613,100,0,0.7868579801313483,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,fe_manual_format,0.7708,0.7708,0.7708,45.2261,100,0,0.7762233052496667,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,fe_manual_format,0.7692,0.7143,0.8333,38.191,100,0,0.8138888888888889,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,fe_manual_format,0.7627,0.6429,0.9375,38.191,100,0,0.8111920147384545,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,fe_manual_format,0.8,0.8571,0.75,45.2261,100,0,0.8108453956787054,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,fe_manual_format,0.7755,0.76,0.7917,53.2663,100,0,0.8177863789350984,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,fe_manual_format,0.7216,0.7143,0.7292,50.2513,100,0,0.7577859162337937,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,fe_manual_format,0.7523,0.6721,0.8542,35.1759,100,0,0.7209547135490505,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,fe_manual_format,0.766,0.7826,0.75,40.201,100,0,0.7407824845230094,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_manual_format_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,gpt_free,0.7677,0.7451,0.7917,20.1005,100,0,0.7530380278740691,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,gpt_free,0.8,0.7692,0.8333,38.191,100,0,0.789165182460362,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,gpt_free,0.7573,0.7091,0.8125,35.1759,100,0,0.8134217159278656,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,gpt_free,0.7917,0.7917,0.7917,35.1759,100,0,0.794276401454596,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,gpt_free,0.7742,0.8,0.75,42.2111,100,0,0.8110992593965327,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,gpt_free,0.7748,0.6825,0.8958,34.1709,100,0,0.8185801349785068,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,gpt_free,0.76,0.7308,0.7917,42.2111,100,0,0.8085982929258448,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,gpt_free,0.7167,0.5972,0.8958,38.191,100,0,0.7911745430495432,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,gpt_free,0.72,0.6923,0.75,30.1508,100,0,0.781489229942866,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,gpt_free,0.7629,0.7551,0.7708,30.1508,100,0,0.8112769567893295,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,gpt_law,0.7579,0.766,0.75,30.1508,100,0,0.7311812414858603,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,gpt_law,0.7921,0.7547,0.8333,45.2261,100,0,0.7862905286947663,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,gpt_law,0.76,0.7308,0.7917,55.2764,100,0,0.7961761056555107,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,gpt_law,0.7692,0.7143,0.8333,38.191,100,0,0.7956382042647406,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,gpt_law,0.7742,0.8,0.75,58.2915,100,0,0.8125966560476582,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,gpt_law,0.7636,0.6774,0.875,38.191,100,0,0.8054646145082489,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,gpt_law,0.7708,0.7708,0.7708,55.2764,100,0,0.8323846379985796,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,gpt_law,0.7523,0.6721,0.8542,58.2915,100,0,0.815996880427575,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,gpt_law,0.7586,0.8462,0.6875,55.2764,100,0,0.8175239581129409,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,gpt_law,0.7525,0.717,0.7917,40.201,100,0,0.8127324569605806,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,hybrid_full_gpt,0.7222,0.65,0.8125,20.1005,100,0,0.7717509453388006,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_0_preds.csv
