verdict_1,verdict_2,domain,source
תפ_31552-11-24,תפ_3548-09-24,weapon,external_cocite + internal_corrected
תפ_19639-05-19,תפ_44843-01-19,drugs,internal_corrected
תפ_5687-03-23,תפ_73367-01-19,drugs,internal_corrected
תפ_17021-03-13,תפ_40055-03-18,drugs,internal_corrected
תפ_30678-02-22,תפ_38312-03-10,drugs,internal_corrected
תפ_1352-08-22,תפ_22140-04-18,drugs,internal_corrected
תפ_24278-11-22,תפ_37551-01-16,drugs,internal_corrected
תפ_31628-07-15,תפ_57425-01-22,drugs,internal_corrected
תפ_40239-09-17,תפ_44843-01-19,drugs,internal_corrected
תפ_13935-05-24,תפ_67029-11-18,drugs,internal_corrected
תפ_1064-10-21,תפ_43978-02-21,drugs,internal_corrected
תפ_31579-08-23,תפ_42974-11-12,drugs,internal_corrected
תפ_67234-06-20,תפ_6788-06-16,drugs,internal_corrected
תפ_1838-02-16,תפ_44279-06-21,drugs,internal_corrected
תפ_52165-12-17,תפ_6681-09-21,drugs,internal_corrected
תפ_22609-10-16,תפ_31925-05-20,drugs,internal_corrected
תפ_35683-04-18,תפ_4795-12-17,weapon,external_cocite + internal_corrected
תפ_42164-10-19,תפ_58237-07-21,drugs,internal_corrected
תפ_31579-08-23,תפ_49875-05-23,drugs,internal_corrected
תפ_33338-02-20,תפ_8843-02-15,drugs,internal_corrected
תפ_34232-05-24,תפ_59578-12-21,drugs,internal_corrected
תפ_327-04-17,תפ_69865-03-18,drugs,internal_corrected
תפ_12699-03-18,תפ_33697-12-18,drugs,internal_corrected
תפ_24154-01-12,תפ_5687-03-23,drugs,internal_corrected
תפ_22679-09-16,תפ_2599-09-17,drugs,internal_corrected
תפ_26792-04-16,תפ_33658-01-18,drugs,internal_corrected
תפ_4632-02-22,תפ_52417-01-13,drugs,internal_corrected
תפ_12708-04-14,תפ_23408-05-15,drugs,internal_corrected
תפ_15963-02-13,תפ_43084-09-20,drugs,internal_corrected
תפ_16015-05-21,תפ_37176-11-17,drugs,internal_corrected
תפ_39936-04-12,תפ_5775-02-18,drugs,internal_corrected
תפ_42704-01-20,תפ_6660-07-15,drugs,internal_corrected
תפ_10139-03-21,תפ_17667-07-19,drugs,internal_corrected
תפ_3468-11-23,תפ_54432-02-17,weapon,internal_corrected
תפ_542-12-12,תפ_55287-10-23,drugs,internal_corrected
תפ_13236-03-18,תפ_25146-11-12,drugs,internal_corrected
תפ_1187-04-22,תפ_58193-03-23,drugs,internal_corrected
תפ_26685-11-18,תפ_29550-06-13,drugs,internal_corrected
תפ_15868-04-16,תפ_19965-05-12,drugs,internal_corrected
תפ_27475-05-21,תפ_49244-01-22,drugs,internal_corrected
תפ_41783-12-17,תפ_4911-12-16,drugs,internal_corrected
תפ_24248-09-22,תפ_30197-04-17,drugs,internal_corrected
תפ_21322-10-19,תפ_34771-07-20,drugs,internal_corrected
תפ_3256-16,תפ_44843-01-19,drugs,internal_corrected
תפ_1197-11-21,תפ_54176-01-13,drugs,internal_corrected
תפ_19214-08-15,תפ_33230-07-13,drugs,internal_corrected
תפ_34752-02-21,תפ_36422-07-13,drugs,internal_corrected
תפ_1681-12-15,תפ_2275-06-17,drugs,internal_corrected
תפ_13194-11-18,תפ_65884-10-13,drugs,internal_corrected
תפ_30197-04-17,תפ_39299-11-18,drugs,internal_corrected
תפ_10139-03-21,תפ_58966-01-18,drugs,internal_corrected
תפ_16958-01-14,תפ_23774-03-17,drugs,internal_corrected
תפ_37764-03-21,תפ_46786-01-23,drugs,internal_corrected
תפ_39299-11-18,תפ_69278-05-18,drugs,internal_corrected
תפ_1316-04-19,תפ_50626-09-22,weapon,internal_corrected
תפ_24278-11-22,תפ_38531-11-18,drugs,internal_corrected
תפ_54408-10-19,תפ_6678-12-20,drugs,internal_corrected
תפ_36831-09-13,תפ_50079-03-13,drugs,internal_corrected
תפ_23443-04-21,תפ_49625-04-17,drugs,internal_corrected
תפ_27593-03-13,תפ_30717-01-19,drugs,internal_corrected
תפ_33439-01-21,תפ_45156-04-15,drugs,internal_corrected
תפ_39936-04-12,תפ_49055-02-18,drugs,internal_corrected
תפ_3867-05-14,תפ_809-09-18,drugs,internal_corrected
תפ_14553-12-23,תפ_41783-12-17,drugs,internal_corrected
תפ_15963-02-13,תפ_5775-02-18,drugs,internal_corrected
תפ_16958-01-14,תפ_25458-11-18,drugs,internal_corrected
תפ_39019-05-15,תפ_4730-11-21,drugs,internal_corrected
תפ_38312-03-10,תפ_58167-11-10,drugs,internal_corrected
תפ_51526-11-19,תפק_70755-06-20,drugs,internal_corrected
תפ_2599-09-17,תפ_305-12-12,drugs,internal_corrected
תפ_60385-08-16,תפ_62222-12-16,drugs,internal_corrected
תפ_23443-04-21,תפ_60394-12-12,drugs,internal_corrected
תפ_19985-04-14,תפ_43982-06-17,drugs,internal_corrected
תפ_14553-12-23,תפ_26685-11-18,drugs,internal_corrected
תפ_31425-08-20,תפ_55496-07-13,drugs,internal_corrected
תפ_4730-11-21,תפ_5687-03-23,drugs,internal_corrected
תפ_54036-06-19,תפ_73367-01-19,drugs,internal_corrected
תפ_1491-03-23,תפ_54487-02-16,drugs,internal_corrected
תפ_28496-07-14,תפ_3688-07-15,drugs,internal_corrected
תפ_11475-02-14,תפ_2232-08-15,drugs,internal_corrected
תפ_20534-02-12,תפ_43875-08-17,drugs,internal_corrected
תפ_26274-11-16,תפ_37002-02-16,drugs,internal_corrected
תפ_13935-05-24,תפ_51810-03-15,drugs,internal_corrected
תפ_1062-06-18,תפ_68578-08-21,drugs,internal_corrected
תפ_3867-05-14,תפ_9369-01-13,drugs,internal_corrected
תפ_29520-01-21,תפ_43875-08-17,drugs,internal_corrected
תפ_13289-03-15,תפ_38014-02-22,drugs,internal_corrected
תפ_66893-12-21,תפ_67437-05-24,weapon,external_cocite + internal_corrected
תפ_74742-06-20,תפק_11489-02-23,drugs,internal_corrected
תפ_45048-06-14,תפ_7091-03-19,drugs,internal_corrected
תפ_17021-03-13,תפ_5911-11-16,drugs,internal_corrected
תפ_10901-10-17,תפ_43978-02-21,drugs,internal_corrected
תפ_21284-10-19,תפ_49808-06-16,drugs,internal_corrected
תפ_54036-06-19,תפ_60394-12-12,drugs,internal_corrected
תפ_34771-07-20,תפ_56059-07-17,drugs,internal_corrected
תפ_39019-05-15,תפ_44279-06-21,drugs,internal_corrected
תפ_15927-07-23,תפ_21291-04-23,drugs,internal_corrected
תפ_42790-07-18,תפ_49472-07-18,drugs,internal_corrected
תפ_47874-04-19,תפ_49625-04-17,drugs,internal_corrected
תפ_50860-02-20,תפ_67029-11-18,drugs,internal_corrected
תפ_34053-04-18,תפ_49055-02-18,drugs,internal_corrected
תפ_26856-05-16,תפ_6110-09-17,drugs,internal_corrected
תפ_42712-02-12,תפ_49055-02-18,drugs,internal_corrected
תפ_38312-03-10,תפ_43983-05-19,drugs,internal_corrected
תפ_14998-08-16,תפ_26550-11-19,drugs,internal_corrected
תפ_37764-03-21,תפ_48281-08-18,drugs,internal_corrected
תפ_1136-11-21,תפ_27021-01-14,drugs,internal_corrected
תפ_34771-07-20,תפ_3673-04-18,drugs,internal_corrected
תפ_27021-01-14,תפ_40239-09-17,drugs,internal_corrected
תפ_16389-10-13,תפ_5911-11-16,drugs,internal_corrected
תפ_13939-07-18,תפ_46722-01-23,drugs,internal_corrected
תפ_22021-09-22,תפ_49055-02-18,drugs,internal_corrected
תפ_27495-05-20,תפ_54179-08-22,drugs,internal_corrected
תפ_21605-07-13,תפ_6749-09-22,drugs,internal_corrected
תפ_24154-01-12,תפ_4730-11-21,drugs,internal_corrected
תפ_13935-05-24,תפ_53127-06-16,drugs,internal_corrected
תפ_42712-02-12,תפ_60295-03-22,drugs,internal_corrected
תפ_16958-01-14,תפ_5119-09-13,drugs,internal_corrected
תפ_16143-03-18,תפ_7091-03-19,drugs,internal_corrected
תפ_15253-08-18,תפ_7154-12-16,drugs,internal_corrected
תפ_1491-03-23,תפ_62573-05-18,drugs,internal_corrected
תפ_38312-03-10,תפ_42712-02-12,drugs,internal_corrected
תפ_12158-04-23,תפ_50860-02-20,drugs,internal_corrected
תפ_39308-05-15,תפ_39491-09-17,drugs,internal_corrected
תפ_26856-05-16,תפ_62070-05-20,drugs,internal_corrected
תפ_13177-04-21,תפ_35683-04-18,weapon,internal_corrected
תפ_29520-01-21,תפ_34974-01-12,drugs,internal_corrected
תפ_24154-01-12,תפ_44877-06-13,drugs,internal_corrected
תפ_49932-08-21,תפ_51036-08-15,drugs,internal_corrected
תפ_15868-04-16,תפ_40239-09-17,drugs,internal_corrected
תפ_13289-03-15,תפ_58237-07-21,drugs,internal_corrected
תפ_20534-02-12,תפ_6681-09-21,drugs,internal_corrected
תפ_27475-05-21,תפ_58237-07-21,drugs,internal_corrected
תפ_25474-11-15,תפ_51526-11-19,drugs,internal_corrected
תפ_26032-04-14,תפ_327-04-17,drugs,internal_corrected
תפ_34752-02-21,תפ_62794-11-21,drugs,internal_corrected
תפ_57341-02-23,תפ_59009-05-21,drugs,internal_corrected
תפ_429-03-17,תפ_55287-10-23,drugs,internal_corrected
תפ_52781-10-18,תפ_55331-06-21,drugs,internal_corrected
תפ_28496-07-14,תפ_43978-02-21,drugs,internal_corrected
תפ_30003-03-22,תפ_542-12-12,drugs,internal_corrected
תפ_305-12-12,תפ_69865-03-18,drugs,internal_corrected
תפ_1136-11-21,תפ_5391-02-20,drugs,internal_corrected
תפ_55496-07-13,תפ_9380-03-21,drugs,internal_corrected
תפ_13289-03-15,תפ_25835-05-18,drugs,internal_corrected
תפ_21291-04-23,תפ_38312-03-10,drugs,internal_corrected
תפ_11220-12-18,תפ_3867-05-14,drugs,internal_corrected
תפ_21605-07-13,תפ_55496-07-13,drugs,internal_corrected
תפ_54176-01-13,תפ_60454-06-16,drugs,internal_corrected
תפ_34668-04-22,תפ_38257-03-21,drugs,external_cocite + internal_corrected
תפ_40055-03-18,תפ_8843-02-15,drugs,internal_corrected
תפ_1491-03-23,תפ_21162-10-19,drugs,internal_corrected
תפ_42956-04-22,תפ_45433-09-17,drugs,internal_corrected
תפ_58562-06-21,תפ_61370-10-20,drugs,internal_corrected
תפ_47450-01-23,תפ_48069-09-23,weapon,internal_corrected
תפ_25934-06-19,תפ_46735-02-20,drugs,internal_corrected
תפ_41783-12-17,תפ_52417-01-13,drugs,internal_corrected
תפ_31579-08-23,תפ_50079-03-13,drugs,internal_corrected
תפ_16520-01-18,תפ_40922-11-15,weapon,internal_corrected
תפ_3867-05-14,תפ_48152-02-20,drugs,internal_corrected
תפ_40239-09-17,תפ_5726-02-16,drugs,internal_corrected
תפ_4760-10-18,תפ_5496-11-20,drugs,internal_corrected
עפ_6029-03,תפ_5687-03-23,drugs,internal_corrected
תפ_20940-03-16,תפ_49458-10-13,drugs,internal_corrected
תפ_41783-12-17,תפ_50079-03-13,drugs,internal_corrected
תפ_27619-07-22,תפ_32264-10-17,weapon,internal_corrected
תפ_32835-09-21,תפ_53948-11-14,drugs,internal_corrected
תפ_16603-06-16,תפ_7053-12-20,drugs,internal_corrected
תפ_16389-10-13,תפ_44336-03-19,drugs,internal_corrected
תפ_42653-08-23,תפ_48152-02-20,drugs,internal_corrected
תפ_26620-12-16,תפ_26792-04-16,drugs,internal_corrected
תפ_12708-04-14,תפ_42653-08-23,drugs,internal_corrected
תפ_29159-08-22,תפ_7833-06-21,drugs,external_cocite + internal_corrected
תפ_42543-06-14,תפ_59602-07-15,drugs,external_cocite + internal_corrected
תפ_18300-11-18,תפ_741-01-16,weapon,internal_corrected
תפ_37506-04-24,תפ_57729-11-19,weapon,external_cocite + internal_corrected
תפ_43983-05-19,תפ_65884-10-13,drugs,internal_corrected
תפ_23416-08-24,תפ_52355-03-22,weapon,internal_corrected
תפ_30717-01-19,תפ_52145-01-20,drugs,internal_corrected
תפ_21291-04-23,תפ_65292-07-23,drugs,internal_corrected
תפ_27021-01-14,תפ_39019-05-15,drugs,internal_corrected
תפ_24278-11-22,תפ_35568-01-23,drugs,internal_corrected
תפ_16259-02-17,תפ_63596-02-18,drugs,internal_corrected
תפ_31270-05-24,תפ_39345-03-20,weapon,external_cocite + internal_corrected
תפ_27683-01-21,תפ_45433-09-17,drugs,internal_corrected
תפ_47474-01-14,תפ_54487-02-16,drugs,internal_corrected
תפ_13935-05-24,תפ_63696-02-18,drugs,internal_corrected
תפ_40055-03-18,תפ_42956-04-22,drugs,external_cocite + internal_corrected
תפ_35568-01-23,תפ_44843-01-19,drugs,internal_corrected
תפ_24154-01-12,תפ_34974-01-12,drugs,internal_corrected
תפ_31628-07-15,תפ_38312-03-10,drugs,external_cocite + internal_corrected
תפ_32895-05-22,תפ_60295-03-22,drugs,internal_corrected
תפ_39491-09-17,תפ_6929-10-15,drugs,internal_corrected
תפ_13236-03-18,תפ_60295-03-22,drugs,internal_corrected
תפ_14825-04-13,תפ_60394-12-12,drugs,internal_corrected
תפ_26856-05-16,תפ_9220-06-20,drugs,internal_corrected
תפ_1197-11-21,תפ_45156-04-15,drugs,internal_corrected
תפ_29520-01-21,תפ_48152-02-20,drugs,internal_corrected
תפ_48983-06-18,תפ_58944-08-21,drugs,internal_corrected
תפ_58167-11-10,תפ_6681-09-21,drugs,internal_corrected
תפ_12708-04-14,תפ_20484-05-16,drugs,internal_corrected
תפ_18320-05-19,תפ_21605-07-13,drugs,internal_corrected
תפ_15997-02-20,תפ_60385-08-16,drugs,internal_corrected
תפ_20339-09-19,תפ_54134-05-18,drugs,internal_corrected
תפ_1108-05-15,תפ_305-12-12,drugs,internal_corrected
תפ_13236-03-18,תפ_5649-09-21,drugs,internal_corrected
תפ_35208-03-22,תפ_39699-03-13,drugs,internal_corrected
תפ_32174-07-20,תפ_58167-11-10,drugs,internal_corrected
תפ_12111-12-12,תפ_44015-11-21,drugs,internal_corrected
תפ_10150-06-13,תפ_15747-08-22,drugs,internal_corrected
תפ_13236-03-18,תפ_737-10-13,drugs,internal_corrected
תפ_20154-07-20,תפ_36267-12-23,weapon,internal_corrected
תפ_42712-02-12,תפ_59117-03-21,drugs,internal_corrected
תפ_4460-04-18,תפ_47627-07-15,drugs,internal_corrected
תפ_43515-03-16,תפ_64711-01-19,drugs,internal_corrected
תפ_42164-10-19,תפ_899-04-18,drugs,internal_corrected
תפ_5496-11-20,תפ_9380-03-21,drugs,internal_corrected
תפ_26182-10-14,תפ_53220-09-24,weapon,internal_corrected
תפ_13236-03-18,תפ_42974-11-12,drugs,internal_corrected
תפ_40055-03-18,תפ_5391-02-20,drugs,internal_corrected
תפ_31276-05-19,תפ_45644-11-22,drugs,internal_corrected
תפ_43982-06-17,תפ_55496-07-13,drugs,internal_corrected
תפ_49932-08-21,תפ_50079-03-13,drugs,internal_corrected
תפ_62573-05-18,תפ_737-10-13,drugs,internal_corrected
תפ_1463-04-19,תפ_43195-09-15,drugs,internal_corrected
תפ_38531-11-18,תפ_42712-02-12,drugs,internal_corrected
תפ_11592-05-19,תפ_5787-10-14,drugs,internal_corrected
תפ_18944-02-19,תפ_20928-07-12,drugs,internal_corrected
תפ_48281-08-18,תפ_7154-12-16,drugs,internal_corrected
תפ_1788-06-17,תפ_3766-09-21,drugs,internal_corrected
תפ_22679-09-16,תפ_49875-05-23,drugs,internal_corrected
תפ_23062-12-21,תפ_37764-03-21,drugs,external_cocite + internal_corrected
תפ_42974-11-12,תפ_48281-08-18,drugs,internal_corrected
תפ_13935-05-24,תפ_21355-08-18,drugs,internal_corrected
תפ_30278-05-12,תפ_5726-02-16,drugs,internal_corrected
תפ_20414-08-12,תפ_38312-03-10,drugs,internal_corrected
תפ_33024-01-18,תפ_37764-03-21,drugs,internal_corrected
תפ_20854-11-19,תפ_53373-04-13,drugs,internal_corrected
תפ_49244-01-22,תפ_64232-11-22,drugs,internal_corrected
תפ_45181-01-14,תפ_5119-09-13,drugs,external_cocite + internal_corrected
תפ_17917-05-14,תפ_34079-05-20,drugs,internal_corrected
תפ_50860-02-20,תפ_7091-03-19,drugs,internal_corrected
תפ_14963-02-23,תפ_42974-11-12,drugs,internal_corrected
תפ_305-12-12,תפ_64041-02-19,drugs,internal_corrected
תפ_30003-03-22,תפ_429-03-17,drugs,internal_corrected
תפ_1197-11-21,תפ_13935-05-24,drugs,internal_corrected
תפ_48281-08-18,תפ_63696-02-18,drugs,internal_corrected
תפ_20538-11-17,תפ_59009-05-21,drugs,internal_corrected
תפ_29529-07-20,תפ_53043-09-20,weapon,internal_corrected
תפ_12708-04-14,תפ_30678-02-22,drugs,internal_corrected
תפ_48479-07-22,תפ_52165-12-17,drugs,internal_corrected
תפ_1681-12-15,תפ_46967-02-21,drugs,internal_corrected
תפ_31276-05-19,תפ_3618-03-23,drugs,internal_corrected
תפ_14825-04-13,תפ_5391-02-20,drugs,internal_corrected
תפ_30197-04-17,תפ_39491-09-17,drugs,internal_corrected
תפ_38531-11-18,תפ_39299-11-18,drugs,internal_corrected
תפ_39214-12-15,תפ_50079-03-13,drugs,internal_corrected
תפ_17415-10-21,תפ_34974-01-12,drugs,internal_corrected
תפ_14825-04-13,תפ_809-09-18,drugs,internal_corrected
תפ_13194-11-18,תפ_52567-05-23,drugs,internal_corrected
תפ_27475-05-21,תפ_41189-09-15,drugs,internal_corrected
תפ_29216-07-16,תפ_31628-07-15,drugs,internal_corrected
תפ_12158-04-23,תפ_15747-08-22,drugs,internal_corrected
תפ_13535-03-19,תפ_34792-10-18,drugs,external_cocite + internal_corrected
תפ_21322-10-19,תפ_27683-01-21,drugs,internal_corrected
תפ_44336-03-19,תפ_62794-11-21,drugs,internal_corrected
תפ_23443-04-21,תפ_32586-12-23,drugs,internal_corrected
תפ_41189-09-15,תפ_44843-01-19,drugs,internal_corrected
תפ_66982-09-16,תפ_9369-01-13,drugs,internal_corrected
תפ_42164-10-19,תפ_60914-01-14,drugs,internal_corrected
תפ_20393-02-20,תפ_8061-02-22,drugs,internal_corrected
תפ_19639-05-19,תפ_70374-11-20,drugs,internal_corrected
תפ_30678-02-22,תפ_64041-02-19,drugs,internal_corrected
תפ_31925-05-20,תפ_8988-11-22,drugs,external_cocite + internal_corrected
תפ_26620-12-16,תפ_44336-03-19,drugs,internal_corrected
תפ_305-12-12,תפ_8988-11-22,drugs,internal_corrected
תפ_15963-02-13,תפ_49625-04-17,drugs,internal_corrected
תפ_13289-03-15,תפ_55496-07-13,drugs,internal_corrected
תפ_13534-04-17,תפ_37340-06-12,drugs,internal_corrected
תפ_13194-11-18,תפ_30197-04-17,drugs,internal_corrected
תפ_45008-08-24,תפ_63360-04-21,weapon,internal_corrected
תפ_10689-10-17,תפ_27683-01-21,drugs,internal_corrected
תפ_23416-08-24,תפ_33420-12-20,weapon,internal_corrected
תפ_17839-04-22,תפ_19417-11-16,weapon,internal_corrected
תפ_29216-07-16,תפ_305-12-12,drugs,internal_corrected
תפ_17021-03-13,תפ_52882-04-15,drugs,internal_corrected
תפ_18163-03-15,תפ_42956-04-22,drugs,internal_corrected
תפ_42879-09-21,תפ_53219-03-14,drugs,internal_corrected
תפ_30169-09-16,תפ_37825-05-15,drugs,internal_corrected
תפ_25537-07-24,תפ_42974-11-12,drugs,internal_corrected
תפ_44336-03-19,תפ_64232-11-22,drugs,internal_corrected
תפ_54487-02-16,תפ_57425-01-22,drugs,internal_corrected
תפ_30169-09-16,תפ_36953-04-14,drugs,internal_corrected
תפ_36469-02-12,תפ_48281-08-18,drugs,internal_corrected
תפ_27295-12-17,תפ_5687-03-23,drugs,internal_corrected
תפ_31579-08-23,תפ_64041-02-19,drugs,internal_corrected
תפ_10971-03-11,תפ_34771-07-20,drugs,internal_corrected
תפ_18510-10-14,תפ_50074-12-12,drugs,internal_corrected
תפ_36831-09-13,תפ_4911-12-16,drugs,internal_corrected
תפ_45195-11-20,תפ_53090-10-19,drugs,internal_corrected
תפ_16540-08-21,תפ_60394-12-12,drugs,internal_corrected
תפ_1491-03-23,תפ_27103-01-18,drugs,internal_corrected
תפ_40892-01-24,תפ_44279-06-21,drugs,internal_corrected
תפ_36868-09-18,תפ_44279-06-21,drugs,internal_corrected
תפ_45644-11-22,תפ_48983-06-18,drugs,internal_corrected
תפ_5486-09-21,תפ_686-05-21,drugs,internal_corrected
תפ_12708-04-14,תפ_29216-07-16,drugs,internal_corrected
תפ_2599-09-17,תפ_4760-10-18,drugs,internal_corrected
תפ_35074-05-17,תפ_50105-10-12,drugs,internal_corrected
תפ_50082-03-16,תפ_60454-06-16,drugs,internal_corrected
תפ_19965-05-12,תפ_23142-09-14,drugs,internal_corrected
תפ_46896-11-15,תפ_60394-12-12,drugs,internal_corrected
תפ_26357-10-15,תפ_30003-03-22,drugs,internal_corrected
תפ_47396-07-19,תפ_7926-07-18,drugs,internal_corrected
תפ_43394-11-19,תפ_5486-09-21,drugs,internal_corrected
תפ_10150-06-13,תפ_19985-04-14,drugs,internal_corrected
תפ_1108-05-15,תפ_20538-11-17,drugs,internal_corrected
תפ_51123-01-12,תפ_54732-03-18,drugs,internal_corrected
תפ_43983-05-19,תפ_69278-05-18,drugs,internal_corrected
תפ_43632-05-17,תפ_53219-03-14,drugs,internal_corrected
תפ_26274-11-16,תפ_36827-11-15,drugs,internal_corrected
תפ_30003-03-22,תפ_70374-11-20,drugs,internal_corrected
תפ_19965-05-12,תפ_64232-11-22,drugs,internal_corrected
תפ_19469-12-19,תפ_40055-03-18,drugs,internal_corrected
תפ_10316-06-13,תפ_9369-01-13,drugs,internal_corrected
תפ_31728-11-23,תפ_49995-09-17,weapon,internal_corrected
תפ_15747-08-22,תפ_49625-04-17,drugs,internal_corrected
תפ_47757-02-18,תפ_9369-01-13,drugs,internal_corrected
תפ_45098-05-24,תפ_61106-05-20,weapon,internal_corrected
תפ_12708-04-14,תפ_38176-10-14,drugs,internal_corrected
עפ_6029-03,תפ_10812-12-21,drugs,internal_corrected
תפ_3867-05-14,תפ_44843-01-19,drugs,internal_corrected
תפ_42704-01-20,תפ_56059-07-17,drugs,internal_corrected
תפ_50105-10-12,תפ_67029-11-18,drugs,internal_corrected
תפ_13336-05-15,תפ_23454-02-17,drugs,internal_corrected
תפ_34974-01-12,תפ_69278-05-18,drugs,internal_corrected
תפ_44336-03-19,תפ_47474-01-14,drugs,internal_corrected
תפ_52145-01-20,תפ_60914-01-14,drugs,internal_corrected
תפ_31579-08-23,תפ_66306-03-19,drugs,internal_corrected
תפ_40055-03-18,תפ_49244-01-22,drugs,internal_corrected
תפ_12708-04-14,תפ_3618-03-23,drugs,internal_corrected
תפ_21873-05-14,תפ_43515-03-16,drugs,internal_corrected
תפ_31628-07-15,תפ_42879-09-21,drugs,internal_corrected
תפ_19965-05-12,תפ_60394-12-12,drugs,internal_corrected
תפ_27683-01-21,תפ_30003-03-22,drugs,internal_corrected
תפ_34053-04-18,תפ_45433-09-17,drugs,internal_corrected
תפ_21666-04-17,תפ_46173-08-15,drugs,internal_corrected
תפ_15868-04-16,תפ_39019-05-15,drugs,internal_corrected
תפ_21291-04-23,תפ_39491-09-17,drugs,internal_corrected
תפ_20414-08-12,תפ_38531-11-18,drugs,internal_corrected
תפ_13935-05-24,תפ_18846-06-20,drugs,internal_corrected
תפ_1136-11-21,תפ_35568-01-23,drugs,internal_corrected
תפ_15253-08-18,תפ_49932-08-21,drugs,internal_corrected
תפ_31425-08-20,תפ_43983-05-19,drugs,internal_corrected
תפ_26079-01-20,תפ_45480-02-19,drugs,internal_corrected
תפ_18320-05-19,תפ_44336-03-19,drugs,internal_corrected
תפ_33230-07-13,תפ_47941-06-15,drugs,internal_corrected
תפ_1491-03-23,תפ_24154-01-12,drugs,internal_corrected
תפ_53521-04-24,תפ_56421-08-23,weapon,internal_corrected
תפ_2330-02-20,תפ_63672-03-19,drugs,internal_corrected
תפ_20534-02-12,תפ_6659-02-21,drugs,internal_corrected
תפ_43632-05-17,תפ_61792-04-21,drugs,internal_corrected
תפ_32817-12-14,תפ_41783-12-17,drugs,internal_corrected
תפ_27295-12-17,תפ_5726-02-16,drugs,internal_corrected
תפ_15927-07-23,תפ_4632-02-22,drugs,internal_corrected
תפ_25146-11-12,תפ_51810-03-15,drugs,internal_corrected
תפ_17021-03-13,תפ_22021-09-22,drugs,internal_corrected
תפ_1187-04-22,תפ_26928-08-19,drugs,internal_corrected
תפ_1057-05-15,תפ_33697-12-18,drugs,internal_corrected
תפ_27103-01-18,תפ_44877-06-13,drugs,internal_corrected
תפ_12158-04-23,תפ_60394-12-12,drugs,internal_corrected
תפ_17839-04-22,תפ_9384-04-20,weapon,internal_corrected
תפ_43983-05-19,תפ_52145-01-20,drugs,internal_corrected
תפ_16969-03-15,תפ_7786-05-16,drugs,external_cocite + internal_corrected
תפ_19985-04-14,תפ_5775-02-18,drugs,internal_corrected
תפ_21806-01-19,תפ_51123-01-12,drugs,internal_corrected
תפ_50105-10-12,תפ_54072-05-16,drugs,internal_corrected
תפ_13194-11-18,תפ_34792-10-18,drugs,internal_corrected
תפ_25146-11-12,תפ_39568-06-21,drugs,internal_corrected
תפ_27683-01-21,תפ_45156-04-15,drugs,internal_corrected
תפ_26357-10-15,תפ_57912-07-14,drugs,internal_corrected
תפ_1062-06-18,תפ_54134-05-18,drugs,internal_corrected
תפ_38069-12-20,תפ_60101-01-17,drugs,external_cocite + internal_corrected
תפ_27683-01-21,תפ_9216-06-20,drugs,internal_corrected
תפ_14963-02-23,תפ_809-09-18,drugs,internal_corrected
תפ_1463-04-19,תפ_19985-04-14,drugs,internal_corrected
תפ_1463-04-19,תפ_19827-06-15,drugs,internal_corrected
תפ_49055-02-18,תפ_5911-11-16,drugs,internal_corrected
תפ_27683-01-21,תפ_3667-07-15,drugs,internal_corrected
תפ_42653-08-23,תפ_52567-05-23,drugs,internal_corrected
תפ_33024-01-18,תפ_40055-03-18,drugs,internal_corrected
תפ_26620-12-16,תפ_34752-02-21,drugs,internal_corrected
תפ_20484-05-16,תפ_39568-06-21,drugs,internal_corrected
תפ_38312-03-10,תפ_60454-06-16,drugs,internal_corrected
תפ_22609-10-16,תפ_37551-01-16,drugs,internal_corrected
תפ_43525-01-21,תפ_73367-01-19,drugs,internal_corrected
תפ_14963-02-23,תפ_9369-01-13,drugs,internal_corrected
תפ_30197-04-17,תפ_54176-01-13,drugs,internal_corrected
תפ_12699-03-18,תפ_21384-01-23,drugs,internal_corrected
תפ_26792-04-16,תפ_33666-05-15,drugs,internal_corrected
תפ_30717-01-19,תפ_3618-03-23,drugs,internal_corrected
תפ_24154-01-12,תפ_49932-08-21,drugs,internal_corrected
תפ_21605-07-13,תפ_38014-02-22,drugs,internal_corrected
תפ_13289-03-15,תפ_42712-02-12,drugs,internal_corrected
תפ_35274-02-19,תפ_46221-08-23,drugs,internal_corrected
תפ_11608-07-16,תפ_36775-09-19,drugs,internal_corrected
תפ_27295-12-17,תפ_65884-10-13,drugs,internal_corrected
תפ_25146-11-12,תפ_46896-11-15,drugs,internal_corrected
עפ_3804-10,תפ_47586-11-16,weapon,external_cocite + internal_corrected
תפ_47474-01-14,תפ_73367-01-19,drugs,internal_corrected
תפ_13935-05-24,תפ_899-04-18,drugs,internal_corrected
תפ_429-03-17,תפ_54176-01-13,drugs,internal_corrected
תפ_38312-03-10,תפ_48479-07-22,drugs,internal_corrected
תפ_11592-05-19,תפ_24156-11-12,drugs,internal_corrected
תפ_36422-07-13,תפ_50105-10-12,drugs,internal_corrected
תפ_17021-03-13,תפ_46173-08-15,drugs,internal_corrected
תפ_21906-07-18,תפ_54444-04-22,weapon,internal_corrected
תפ_21291-04-23,תפ_60842-12-14,drugs,internal_corrected
תפ_54036-06-19,תפ_58944-08-21,drugs,internal_corrected
תפ_39936-04-12,תפ_737-10-13,drugs,internal_corrected
תפ_69852-03-23,תפ_70450-03-23,weapon,internal_corrected
