verdict,domain,split
תפ_54072-05-16,drugs,train
תפ_13718-09-16,drugs,train
תפ_620-01-17,drugs,train
תפ_31579-08-23,drugs,train
תפ_4765-11-22,drugs,train
תפ_43916-09-17,drugs,train
תפ_42956-04-22,drugs,test
תפ_40484-05-16,drugs,train
תפ_429-03-17,drugs,train
תפ_21536-06-20,drugs,train
תפ_14553-12-23,drugs,test
תפ_24953-08-24,drugs,train
תפ_25474-11-15,drugs,train
תפ_5507-11-14,drugs,train
תפח_24510-09-15,drugs,train
תפ_30643-03-18,drugs,train
תפ_37825-05-15,drugs,train
תפ_47908-06-19,drugs,train
תפ_16540-08-21,drugs,train
תפ_42231-01-20,drugs,train
תפ_60753-08-22,drugs,test
תפק_70755-06-20,drugs,train
תפ_50864-05-23,drugs,train
תפ_69004-03-24,drugs,train
תפ_26718-06-14,drugs,train
תפ_61720-01-23,drugs,train
תפ_2444-01-21,drugs,train
תפ_60385-08-16,drugs,test
תפ_15315-06-23,drugs,train
תפ_34271-10-18,drugs,train
תפ_41247-05-19,drugs,train
תפ_44404-01-16,drugs,train
תפ_28451-09-17,drugs,train
תפ_1169-07-20,drugs,train
תפ_21873-05-14,drugs,train
תפ_33866-12-15,drugs,train
תפ_7349-01-19,drugs,test
תפ_34753-10-20,drugs,test
תפ_42827-10-18,drugs,train
תפ_68754-10-21,drugs,train
תפ_4677-02-14,drugs,test
תפ_3491-09-16,drugs,train
תפ_30806-04-21,drugs,test
תפ_60015-05-22,drugs,train
תפ_44015-11-21,drugs,train
תפ_15972-03-24,drugs,test
תפ_47589-10-22,drugs,train
תפ_45996-07-21,drugs,train
תפ_26521-10-19,drugs,train
תפ_20638-04-22,drugs,train
תפ_3618-03-23,drugs,train
תפ_43694-08-17,drugs,train
תפ_5778-09-20,drugs,test
תפ_58966-01-18,drugs,train
תפ_66982-09-16,drugs,train
תפ_1054-08-21,drugs,train
תפ_54783-11-19,drugs,train
תפ_32879-04-19,drugs,train
תפ_51778-06-24,drugs,test
תפ_32546-04-16,drugs,test
תפ_67472-09-19,drugs,test
תפ_21280-11-18,drugs,train
תפ_61816-07-23,drugs,train
תפ_38257-03-21,drugs,train
תפ_327-04-17,drugs,train
תפ_47874-04-19,drugs,train
תפ_32041-03-21,drugs,train
תפ_43383-07-21,drugs,train
תפ_42006-10-16,drugs,test
תפ_57599-11-15,drugs,train
תפ_15812-03-15,drugs,train
תפ_50360-06-20,drugs,train
תפ_36868-09-18,drugs,train
תפ_4632-02-22,drugs,train
תפ_23577-02-19,drugs,train
תפ_4164-01-13,drugs,train
תפ_35208-03-22,drugs,train
תפ_8417-04-22,drugs,train
תפ_50725-10-14,drugs,train
תפ_61099-12-18,drugs,train
תפ_33541-02-20,drugs,train
תפ_69278-05-18,drugs,train
תפ_34399-08-14,drugs,test
תפ_45447-12-24,drugs,train
תפ_56588-03-21,drugs,test
תפ_5968-07-16,drugs,train
תפ_59971-01-17,drugs,train
תפ_63255-11-16,drugs,train
תפ_39214-12-15,drugs,train
תפ_44174-05-21,drugs,test
תפ_53518-05-13,drugs,train
תפ_27864-06-19,drugs,train
תפ_34445-11-15,drugs,train
תפ_47304-02-18,drugs,train
תפ_66306-03-19,drugs,test
תפ_1990-11-22,drugs,train
תפ_8575-05-12,drugs,train
תפ_18593-06-21,drugs,train
תפ_35299-09-23,drugs,train
תפ_45012-03-20,drugs,train
תפ_41828-05-15,drugs,test
תפ_31690-01-13,drugs,test
תפ_51149-02-22,drugs,train
תפ_16209-03-13,drugs,train
תפ_63287-04-21,drugs,train
תפ_1484-03-24,drugs,train
תפ_60147-10-15,drugs,train
תפ_60270-11-21,drugs,train
תפ_29269-02-14,drugs,train
תפ_42118-11-23,drugs,train
תפ_60803-01-19,drugs,train
תפ_39953-08-24,drugs,test
תפ_43394-11-19,drugs,train
תפ_32494-01-21,drugs,train
תפ_16240-11-11,drugs,test
תפ_11191-03-24,drugs,train
תפ_57360-05-13,drugs,test
תפ_53373-04-13,drugs,train
תפ_41730-12-19,drugs,train
תפ_16014-01-22,drugs,train
תפ_15458-12-19,drugs,train
תפ_35907-11-14,drugs,train
תפ_6336-02-15,drugs,train
תפ_3234-05-13,drugs,test
תפ_1318-11-12,drugs,train
תפ_13939-07-18,drugs,train
תפ_53948-11-14,drugs,train
תפ_33839-04-18,drugs,test
תפ_15425-02-14,drugs,train
פל_7576-10-21,drugs,train
תפ_8843-02-15,drugs,test
תפ_39034-01-18,drugs,train
תפ_67133-03-19,drugs,test
תפ_47474-01-14,drugs,train
תפ_40908-02-21,drugs,train
תפ_53910-06-12,drugs,train
תפ_21126-09-11,drugs,test
תפ_21284-10-19,drugs,test
תפ_9763-11-19,drugs,train
תפ_40063-03-18,drugs,train
תפ_31736-06-21,drugs,train
תפ_51515-06-23,drugs,test
תפ_61202-03-22,drugs,train
תפ_22293-02-13,drugs,train
תפ_61380-03-16,drugs,train
תפ_21384-01-23,drugs,test
תפ_12834-03-18,drugs,test
תפ_59337-11-23,drugs,test
תפ_46978-01-22,drugs,test
תפ_60394-12-12,drugs,train
תפ_54873-07-15,drugs,train
תפ_36602-08-20,drugs,train
תפ_38706-09-21,drugs,train
תפ_29013-01-17,drugs,train
תפ_51038-08-23,drugs,train
תפ_57089-02-19,drugs,train
תפ_22371-09-21,drugs,train
תפ_43174-12-23,drugs,test
תפ_1872-10-15,drugs,train
תפ_9705-01-21,drugs,train
תפ_17822-05-15,drugs,test
תפ_6047-11-19,drugs,train
תפ_47396-07-19,drugs,train
תפ_27085-10-15,drugs,train
תפח_12866-10-12,drugs,train
תפ_55187-03-18,drugs,train
תפ_24514-09-15,drugs,train
תפ_25150-08-23,drugs,train
תפ_1352-08-22,drugs,train
תפ_56355-07-20,drugs,train
תפ_32817-12-14,drugs,train
תפ_17321-06-18,drugs,train
תפ_42253-12-23,drugs,train
תפ_13642-10-18,drugs,train
תפ_33697-12-18,drugs,train
תפ_49187-12-11,drugs,train
תפ_69612-01-23,drugs,test
תפ_37474-03-20,drugs,train
תפ_34787-05-20,drugs,train
תפ_50664-07-15,drugs,train
תפ_16800-01-24,drugs,test
תפ_16389-10-13,drugs,train
תפ_2599-09-17,drugs,train
תפק_58050-02-20,drugs,train
תפ_3107-09-12,drugs,train
תפ_29550-06-13,drugs,train
תפ_4867-04-18,drugs,test
תפ_35104-12-21,drugs,test
תפ_29522-12-16,drugs,train
תפ_8642-08-18,drugs,train
תפ_15707-04-23,drugs,train
תפ_5486-09-21,drugs,train
תפ_52785-01-20,drugs,train
תפ_68352-01-18,drugs,train
תפ_16980-01-14,drugs,test
תפ_7325-10-16,drugs,train
תפ_34866-09-22,drugs,train
תפק_62837-11-19,drugs,train
תפ_14998-08-16,drugs,test
תפ_39111-09-13,drugs,train
תפ_43354-03-21,drugs,train
תפ_47378-06-15,drugs,test
תפ_26357-10-15,drugs,train
תפ_21666-04-17,drugs,test
תפ_6749-09-22,drugs,test
תפ_19469-12-19,drugs,train
תפ_21629-02-23,drugs,train
תפ_33454-09-10,drugs,train
תפ_30551-02-21,drugs,train
תפ_1047-02-24,drugs,train
תפ_39391-05-23,drugs,train
תפ_5649-09-21,drugs,train
תפ_17262-09-22,drugs,test
תפ_28544-01-21,drugs,train
תפ_42566-08-23,drugs,train
תפ_28496-07-14,drugs,train
תפ_33160-04-17,drugs,train
תפ_43983-05-19,drugs,train
תפ_20538-12-22,drugs,train
תפ_56179-02-18,drugs,train
תפ_7994-06-21,drugs,train
תפ_36054-05-17,drugs,train
תפ_35571-06-24,drugs,train
תפ_59039-12-17,drugs,train
תפ_24516-06-21,drugs,train
תפ_33522-09-21,drugs,train
תפ_31276-05-19,drugs,train
תפ_15668-04-14,drugs,train
תפ_50521-11-18,drugs,train
תפ_37546-04-15,drugs,test
תפ_41368-09-22,drugs,test
תפ_40686-07-21,drugs,train
תפ_35116-09-24,drugs,train
תפ_27523-03-13,drugs,train
תפ_28055-06-14,drugs,train
תפ_1232-02-23,drugs,train
תפ_10812-12-21,drugs,test
תפ_26685-11-18,drugs,test
תפ_18944-02-19,drugs,test
תפ_8440-07-20,drugs,train
תפ_29798-07-16,drugs,train
תפ_1582-08-23,drugs,train
תפ_40097-07-20,drugs,train
תפ_47284-03-19,drugs,train
תפ_52569-05-16,drugs,train
תפ_42497-03-21,drugs,train
תפ_32179-09-21,drugs,train
תפ_11199-09-21,drugs,train
תפ_61861-11-15,drugs,train
תפ_27114-03-13,drugs,train
תפ_6270-11-19,drugs,train
תפ_30401-06-20,drugs,train
תפ_16363-02-21,drugs,test
תפ_19410-07-20,drugs,test
תפ_28371-03-17,drugs,train
תפ_36475-04-22,drugs,train
תפ_11267-01-18,drugs,test
תפ_57931-05-20,drugs,test
תפ_11475-02-14,drugs,train
תפ_18203-04-19,drugs,train
תפ_41832-08-24,drugs,train
תפ_46894-03-19,drugs,train
תפ_24650-09-22,drugs,test
תפ_7660-03-20,drugs,train
תפ_20513-06-20,drugs,train
תפ_20482-10-16,drugs,train
תפ_23459-03-16,drugs,train
תפ_41687-01-22,drugs,train
תפ_44279-06-21,drugs,train
תפ_13549-10-21,drugs,train
תפ_43875-08-17,drugs,train
תפ_31387-10-18,drugs,train
תפ_54838-11-22,drugs,train
תפ_38014-02-22,drugs,train
תפ_28847-09-20,drugs,test
תפ_35865-07-17,drugs,train
תפ_37287-04-15,drugs,train
תפ_34668-04-22,drugs,train
תפ_21208-09-13,drugs,train
תפ_43664-01-14,drugs,test
תפ_13373-10-23,drugs,train
תפ_26524-10-14,drugs,train
תפ_10111-08-17,drugs,train
תפ_35342-09-23,drugs,test
תפ_27405-05-22,drugs,test
תפ_48983-06-18,drugs,train
תפ_51474-08-18,drugs,train
תפ_32704-10-14,drugs,train
תפ_14829-07-16,drugs,test
תפ_46057-01-19,drugs,train
תפ_42456-02-18,drugs,train
תפ_15063-11-20,drugs,train
תפ_23836-05-13,drugs,train
תפ_3766-09-21,drugs,test
תפ_58908-08-19,drugs,train
תפ_58617-01-20,drugs,train
תפ_57613-12-21,drugs,train
תפ_9222-03-23,drugs,train
תפ_6970-05-22,drugs,train
תפ_27593-03-13,drugs,train
תפ_50693-02-18,drugs,train
תפ_22206-02-21,drugs,train
פל_9416-10-21,drugs,train
תפ_39297-02-18,drugs,test
תפ_53777-03-22,drugs,train
תפ_19327-12-16,drugs,train
תפ_21800-08-23,drugs,train
תפ_70552-06-20,drugs,train
תפ_8566-09-14,drugs,train
תפ_48512-04-15,drugs,train
תפ_68166-11-21,drugs,train
תפ_11406-06-20,drugs,test
תפ_26709-06-14,drugs,train
תפ_21719-01-15,drugs,train
תפ_42653-08-23,drugs,train
תפ_71059-03-19,drugs,test
תפ_64384-03-16,drugs,test
תפ_26792-04-16,drugs,train
תפ_50203-09-23,drugs,train
תפ_16595-03-21,drugs,train
תפ_32722-12-19,drugs,train
תפ_49293-04-21,drugs,train
תפ_32841-01-17,drugs,train
תפ_31122-11-15,drugs,train
תפ_58979-09-20,drugs,train
תפ_20754-04-17,drugs,train
תפ_73863-01-19,drugs,train
תפ_45794-05-23,drugs,test
תפ_46548-03-17,drugs,test
תפ_33947-10-15,drugs,train
תפ_4488-05-22,drugs,train
תפ_16646-09-14,drugs,train
תפ_880-02-22,drugs,train
תפ_5076-04-22,drugs,test
תפ_26762-06-14,drugs,train
תפ_19827-06-15,drugs,train
תפ_24758-11-22,drugs,train
תפ_47753-11-14,drugs,train
תפ_737-10-13,drugs,train
תפ_27149-12-21,drugs,train
תפ_10931-04-24,drugs,test
תפ_318-01-21,drugs,test
תפ_20201-11-14,drugs,train
תפ_25053-07-24,drugs,train
תפ_41269-05-16,drugs,train
תפ_23454-02-17,drugs,train
תפ_8681-02-23,drugs,train
תפק_22029-08-19,drugs,train
תפ_51352-12-21,drugs,test
תפ_10324-07-17,drugs,train
תפ_9407-10-23,drugs,train
תפ_48357-05-20,drugs,train
תפ_39668-07-14,drugs,test
תפ_58167-11-10,drugs,train
תפ_19746-08-16,drugs,train
תפ_22471-01-14,drugs,train
תפ_21721-05-15,drugs,train
תפ_27865-11-17,drugs,train
תפ_48976-07-12,drugs,train
תפ_66547-03-23,drugs,train
תפ_35441-01-20,drugs,test
תפ_21584-01-23,drugs,train
תפ_3507-03-14,drugs,train
תפ_42032-10-17,drugs,train
תפ_10639-08-22,drugs,train
תפ_7568-04-14,drugs,train
תפ_8123-04-14,drugs,test
תפ_37694-03-15,drugs,train
תפ_701-12-16,drugs,test
תפ_37533-12-15,drugs,train
תפ_38735-11-23,drugs,train
תפ_48751-01-23,drugs,train
תפ_66922-03-22,drugs,train
תפ_46722-01-23,drugs,train
תפ_7902-07-23,drugs,train
תפ_61273-12-15,drugs,train
תפ_44129-09-19,drugs,train
תפ_27470-02-18,drugs,train
תפ_57884-02-15,drugs,train
תפ_16798-04-13,drugs,test
תפ_39936-04-12,drugs,train
תפ_11720-07-16,drugs,train
תפ_44843-01-19,drugs,test
תפ_61841-07-22,drugs,train
תפ_13504-12-09,drugs,train
תפ_51886-02-24,drugs,train
תפ_305-12-12,drugs,test
תפ_38551-01-20,drugs,train
תפ_37744-04-21,drugs,train
תפ_40055-10-18,drugs,train
תפ_15023-05-20,drugs,test
תפ_39924-02-16,drugs,train
תפ_17781-08-14,drugs,train
תפ_19425-03-21,drugs,train
תפ_7414-01-15,drugs,train
תפ_28315-05-23,drugs,train
תפ_16690-05-19,drugs,train
תפ_56159-09-14,drugs,train
תפח_29984-11-12,drugs,train
תפ_51017-08-24,drugs,test
תפ_16723-07-14,drugs,train
תפ_51991-06-16,drugs,train
תפ_37783-11-13,drugs,train
תפ_2121-04-15,drugs,test
תפ_43263-03-21,drugs,train
תפ_44449-10-19,drugs,train
תפ_45874-03-19,drugs,train
תפ_57822-06-13,drugs,test
תפ_34353-03-17,drugs,train
תפ_26274-11-16,drugs,train
תפ_542-12-12,drugs,train
תפ_50330-07-16,drugs,train
תפ_65302-03-22,drugs,train
תפ_9346-07-12,drugs,train
תפ_33180-08-16,drugs,train
תפ_63955-03-17,drugs,train
תפ_716-05-22,drugs,train
תפ_20161-12-21,drugs,train
תפ_32305-12-23,drugs,train
תפ_21291-04-23,drugs,test
תפ_46662-04-15,drugs,train
תפ_33835-10-15,drugs,train
תפ_46321-07-15,drugs,train
תפ_41061-11-14,drugs,train
תפ_34706-09-19,drugs,train
תפ_19461-05-22,drugs,train
תפ_19618-04-24,drugs,train
תפ_27743-10-21,drugs,test
תפ_76834-01-19,drugs,train
תפ_5911-11-16,drugs,train
תפ_50059-04-15,drugs,train
תפ_57140-12-17,drugs,test
תפ_13065-08-15,drugs,test
תפ_9380-03-21,drugs,test
תפ_20884-05-22,drugs,train
תפ_24302-08-20,drugs,train
תפ_6316-09-20,drugs,train
תפ_41262-06-19,drugs,test
תפ_32895-05-22,drugs,train
תפ_54648-02-17,drugs,train
תפ_5726-02-16,drugs,train
תפ_42164-10-19,drugs,test
תפ_76327-07-19,drugs,train
תפ_6904-12-14,drugs,train
תפ_33916-02-22,drugs,test
תפ_61659-01-20,drugs,train
תפ_7271-08-21,drugs,train
תפ_71101-01-24,drugs,train
תפ_34656-04-13,drugs,test
תפ_58372-12-14,drugs,train
תפ_33898-01-22,drugs,train
תפ_1873-07-21,drugs,train
תפ_16749-08-12,drugs,train
תפ_49625-04-17,drugs,train
תפ_68905-01-24,drugs,test
תפ_45181-01-14,drugs,train
תפ_6944-03-22,drugs,train
תפ_22021-09-22,drugs,train
תפ_27255-08-16,drugs,train
תפ_49401-08-15,drugs,train
תפ_32945-06-20,drugs,test
תפ_26207-03-11,drugs,train
תפ_54408-10-19,drugs,test
תפ_26717-06-14,drugs,train
תפ_69899-11-20,drugs,train
תפ_53124-07-19,drugs,test
תפ_31817-10-19,drugs,train
תפ_44360-07-17,drugs,train
תפ_70546-07-17,drugs,train
תפ_6322-04-16,drugs,train
תפ_3135-01-13,drugs,test
תפ_42707-08-21,drugs,train
תפ_2125-05-20,drugs,test
תפ_49472-07-18,drugs,train
תפ_16052-05-23,drugs,test
תפ_56754-10-20,drugs,train
תפ_9787-04-14,drugs,train
תפ_50308-06-16,drugs,train
תפ_29373-12-23,drugs,train
תפ_7800-05-21,drugs,train
תפ_54068-08-20,drugs,train
תפ_17021-03-13,drugs,train
תפ_43982-06-17,drugs,train
תפ_7867-04-22,drugs,train
תפ_8917-06-22,drugs,train
תפ_28480-03-20,drugs,train
תפ_4760-10-18,drugs,train
תפ_2482-05-20,drugs,train
תפ_51953-01-23,drugs,train
תפ_44505-08-14,drugs,train
תפ_36823-02-21,drugs,train
תפ_34079-05-20,drugs,train
תפ_22611-02-17,drugs,train
תפ_42543-06-14,drugs,train
תפ_55179-03-18,drugs,train
תפ_7626-04-20,drugs,train
תפ_33230-07-13,drugs,train
תפ_35202-05-15,drugs,test
תפ_47780-11-21,drugs,train
תפ_54487-02-16,drugs,train
תפ_53886-06-16,drugs,train
תפ_30408-02-19,drugs,train
תפ_59578-12-21,drugs,train
תפ_4658-07-22,drugs,train
תפ_21471-09-22,drugs,train
תפ_7696-05-20,drugs,train
תפ_58243-03-14,drugs,train
תפ_33798-05-18,drugs,test
תפ_13113-07-22,drugs,train
תפ_47113-02-22,drugs,train
תפ_45232-07-18,drugs,test
תפ_65399-11-21,drugs,train
תפ_17501-07-17,drugs,train
תפ_49232-01-17,drugs,train
תפ_44357-06-12,drugs,train
תפ_69865-03-18,drugs,train
תפ_8696-08-12,drugs,train
תפ_34561-01-23,drugs,train
תפ_59541-10-18,drugs,train
תפ_10096-02-22,drugs,train
תפ_66114-01-23,drugs,train
תפ_43911-02-21,drugs,test
תפק_7171-03-21,drugs,train
תפ_3244-06-16,drugs,train
תפ_47301-07-16,drugs,train
תפ_10596-12-20,drugs,test
תפ_9649-10-22,drugs,train
תפ_56373-03-17,drugs,test
תפ_25085-02-19,drugs,train
תפ_50998-12-18,drugs,test
תפ_21605-07-13,drugs,train
תפ_45133-06-19,drugs,train
תפ_13667-09-17,drugs,train
תפ_35359-03-20,drugs,train
תפ_35670-09-18,drugs,train
תפ_20767-09-16,drugs,train
תפ_1245-01-22,drugs,train
תפ_6997-06-18,drugs,train
תפ_2816-11-22,drugs,train
תפ_9160-02-15,drugs,train
תפ_24689-03-15,drugs,train
תפ_35986-05-18,drugs,train
תפ_12469-10-16,drugs,train
תפ_14379-12-16,drugs,train
תפ_56595-07-18,drugs,train
תפ_37454-03-20,drugs,train
תפ_40146-05-21,drugs,train
תפ_40186-04-19,drugs,test
תפ_35274-02-19,drugs,train
תפ_8960-10-20,drugs,train
תפ_30278-05-12,drugs,test
תפ_24257-09-22,drugs,test
תפ_11112-06-13,drugs,train
תפ_59970-03-19,drugs,test
תפ_37810-09-13,drugs,train
תפ_3576-03-18,drugs,train
תפ_61962-06-20,drugs,train
תפ_31837-04-21,drugs,test
תפ_31963-09-22,drugs,train
תפ_14215-07-23,drugs,train
תפ_41280-09-16,drugs,train
תפ_11392-02-14,drugs,train
תפ_36724-02-20,drugs,train
תפ_6553-05-14,drugs,train
תפ_52330-08-18,drugs,test
תפ_49087-01-17,drugs,test
תפ_42987-06-16,drugs,test
תפ_44540-10-20,drugs,train
תפ_10003-05-16,drugs,train
תפ_50082-03-16,drugs,train
תפ_16127-05-22,drugs,train
תפ_11446-09-21,drugs,train
תפ_15277-01-16,drugs,test
תפ_58269-02-19,drugs,train
תפ_52282-01-22,drugs,test
תפ_48224-08-18,drugs,train
תפ_29177-05-21,drugs,train
תפ_14642-11-20,drugs,train
תפ_66939-01-17,drugs,train
תפ_18193-01-11,drugs,train
תפ_33834-02-20,drugs,train
תפ_26647-05-17,drugs,train
תפ_56842-06-15,drugs,train
תפ_13432-04-12,drugs,train
תפ_59811-06-20,drugs,train
תפ_21547-12-21,drugs,train
תפ_47757-02-18,drugs,train
תפ_39933-09-18,drugs,train
תפ_32586-12-23,drugs,train
תפ_45516-08-21,drugs,test
תפ_20197-01-22,drugs,train
תפ_1870-04-16,drugs,train
תפ_41959-02-13,drugs,test
תפ_17042-04-16,drugs,train
תפ_60869-07-13,drugs,train
תפ_20940-03-16,drugs,test
תפ_18336-12-19,drugs,train
תפ_22160-02-14,drugs,train
תפ_42333-07-15,drugs,train
תפ_34018-04-22,drugs,train
תפ_43136-01-11,drugs,train
תפ_41088-05-20,drugs,train
תפ_25307-08-16,drugs,train
תפ_18985-06-12,drugs,train
תפ_55287-02-17,drugs,train
תפ_34823-01-23,drugs,train
תפ_266-06-18,drugs,train
תפ_62673-03-24,drugs,train
תפ_44591-05-18,drugs,train
תפ_7926-07-18,drugs,train
תפ_1746-01-23,drugs,test
תפ_50729-04-21,drugs,train
תפ_41339-06-20,drugs,train
תפ_59329-02-18,drugs,train
תפ_54327-08-20,drugs,train
תפ_9620-04-14,drugs,test
תפ_11765-09-20,drugs,train
תפ_43941-10-14,drugs,test
תפ_73351-01-23,drugs,train
תפ_11545-01-19,drugs,train
תפ_3001-08-12,drugs,train
תפ_33183-03-18,drugs,train
תפ_5672-11-18,drugs,test
תפ_22080-10-16,drugs,train
תפ_35798-12-16,drugs,train
תפ_30494-12-11,drugs,train
תפ_57341-02-23,drugs,train
תפ_54351-11-21,drugs,train
תפ_27961-04-18,drugs,test
תפ_48281-08-18,drugs,train
תפ_24239-05-17,drugs,test
תפ_4702-01-22,drugs,train
תפ_35265-10-12,drugs,train
תפ_13769-09-17,drugs,train
תפ_30702-07-20,drugs,test
תפ_2848-04-19,drugs,train
תפ_12748-07-20,drugs,train
תפ_30558-12-21,drugs,train
תפ_48352-05-15,drugs,test
תפ_21616-12-12,drugs,test
תפ_63018-07-21,drugs,test
תפ_67359-02-24,drugs,train
תפ_14398-01-17,drugs,train
תפ_49923-08-18,drugs,train
תפ_3919-12-20,drugs,train
תפ_27992-01-24,drugs,train
תפ_65292-07-23,drugs,train
תפ_10150-06-13,drugs,train
תפ_42431-08-23,drugs,test
תפ_45117-01-18,drugs,test
תפ_57778-06-20,drugs,test
תפ_49210-05-22,drugs,train
תפק_21392-04-21,drugs,train
תפ_30094-09-19,drugs,train
תפ_42974-11-12,drugs,test
תפ_57378-09-20,drugs,train
תפ_25529-12-12,drugs,train
תפ_58603-06-21,drugs,train
תפ_14332-04-20,drugs,train
תפ_20068-07-22,drugs,train
תפ_57767-11-16,drugs,test
תפ_46386-01-14,drugs,train
תפ_13249-10-22,drugs,test
תפ_3745-09-16,drugs,train
תפ_51165-08-19,drugs,train
תפ_28162-11-16,drugs,train
תפ_48984-02-17,drugs,train
תפ_45102-06-19,drugs,test
תפ_40898-11-19,drugs,test
תפ_15059-08-20,drugs,train
תפ_46967-02-21,drugs,train
תא_40004-08-18,drugs,train
תפ_13236-03-18,drugs,test
תפ_45633-05-17,drugs,test
תפ_7154-12-16,drugs,train
תפ_50079-03-13,drugs,train
תפ_11217-09-21,drugs,train
תפ_45610-04-14,drugs,train
תפ_26963-10-18,drugs,train
תפ_7053-12-20,drugs,test
תפ_32156-02-19,drugs,train
תפ_56936-07-24,drugs,train
תפ_30310-09-19,drugs,train
תפ_57939-01-21,drugs,train
תפ_1606-02-24,drugs,train
תפ_54257-05-20,drugs,train
תפ_35904-07-14,drugs,train
תפ_30672-04-12,drugs,train
תפ_19408-11-14,drugs,train
תפ_50520-12-17,drugs,train
תפ_41446-08-24,drugs,train
תפ_36933-03-17,drugs,train
תפ_32587-07-18,drugs,train
תפ_51811-03-21,drugs,test
תפ_40567-08-16,drugs,test
תפ_49875-05-23,drugs,train
תפ_48239-03-20,drugs,test
תפ_36431-04-15,drugs,train
תפ_43524-02-20,drugs,train
תפ_68645-11-20,drugs,train
תפ_68386-11-20,drugs,train
תפ_44601-05-14,drugs,train
תפ_58562-06-21,drugs,train
תפ_39568-06-21,drugs,train
תפ_73367-01-19,drugs,train
תפ_38574-12-18,drugs,train
תפ_12010-07-24,drugs,train
תפ_22325-12-13,drugs,train
תפ_15390-11-15,drugs,train
תפ_29401-11-12,drugs,train
תפ_5043-12-21,drugs,train
תפ_60101-01-17,drugs,train
תפ_15919-12-12,drugs,train
תפ_62924-03-22,drugs,train
תפ_47022-05-14,drugs,train
תפ_59203-07-17,drugs,test
תפ_59586-01-14,drugs,test
תפ_59571-08-20,drugs,train
תפ_67545-11-21,drugs,train
תפ_63953-01-24,drugs,train
תפ_30538-02-19,drugs,train
תפ_22062-04-13,drugs,train
תפ_4515-02-13,drugs,train
תפ_51649-06-24,drugs,train
תפ_19260-11-14,drugs,train
תפ_18828-06-20,drugs,train
תפ_27955-01-18,drugs,train
תפ_27791-08-16,drugs,train
תפ_42230-07-18,drugs,test
תפ_52402-08-19,drugs,train
תפ_4855-06-21,drugs,train
תפ_67473-10-21,drugs,train
תפ_57202-06-19,drugs,train
תפ_27471-07-16,drugs,train
תפ_61004-06-17,drugs,train
תפ_31236-09-14,drugs,train
תפ_59602-07-15,drugs,train
תפ_13223-02-22,drugs,train
תפ_63029-12-20,drugs,train
תפ_14944-08-18,drugs,train
תפ_12130-05-22,drugs,train
תפ_62059-03-14,drugs,train
תפ_50454-12-12,drugs,train
תפ_13365-08-13,drugs,test
תפ_42533-11-13,drugs,test
תפ_19981-06-16,drugs,train
תפ_37111-12-15,drugs,train
תפ_47668-04-18,drugs,test
תפ_30343-04-19,drugs,test
תפ_17208-07-18,drugs,train
תפ_10494-12-20,drugs,train
פל_5568-11-15,drugs,train
תפ_50913-11-21,drugs,train
תפ_4001-11-12,drugs,train
תפ_62896-05-20,drugs,test
תפ_23520-10-11,drugs,train
תפ_27495-05-20,drugs,train
תפ_59243-05-13,drugs,test
תפ_41751-11-22,drugs,train
תפ_28420-12-14,drugs,train
תפ_29707-03-22,drugs,train
תפ_14555-12-18,drugs,train
תפ_37062-10-20,drugs,train
תפ_29779-11-18,drugs,train
תפ_18145-11-20,drugs,test
תפ_16958-01-14,drugs,test
תפ_44352-01-14,drugs,train
תפ_58615-06-16,drugs,train
תפ_27917-03-16,drugs,test
תפ_55163-03-15,drugs,train
תפק_25089-09-21,drugs,train
תפ_41105-10-10,drugs,train
תפ_3675-07-15,drugs,train
תפ_3332-07-16,drugs,train
תפ_8614-07-12,drugs,test
תפ_28397-10-19,drugs,train
תפ_1506-02-24,drugs,test
תפ_15972-06-20,drugs,test
תפ_60914-01-14,drugs,train
תפ_3404-05-13,drugs,train
תפ_40892-01-24,drugs,train
תפ_20393-02-20,drugs,train
תפ_10029-03-21,drugs,train
תפ_40082-02-22,drugs,train
תפ_40199-07-20,drugs,train
תפ_42213-09-17,drugs,test
תפ_44772-02-13,drugs,train
תפ_30865-01-14,drugs,train
תפ_22347-09-17,drugs,train
תפ_37340-06-12,drugs,test
תפ_12495-01-15,drugs,train
תפ_44422-01-17,drugs,train
תפ_50074-12-12,drugs,train
תפ_61392-09-16,drugs,train
תפ_10767-02-15,drugs,train
תפ_39880-12-20,drugs,test
תפ_11868-03-19,drugs,train
תפ_1127-05-20,drugs,train
תפ_23443-04-21,drugs,train
תפ_52417-01-13,drugs,train
תפ_412-10-16,drugs,train
תפ_17268-12-15,drugs,test
תפ_68700-11-18,drugs,train
תפ_35543-02-20,drugs,train
תפ_64314-11-16,drugs,test
תפ_18846-06-20,drugs,train
תפ_52205-06-22,drugs,train
תפ_1788-06-17,drugs,train
תפ_19601-09-12,drugs,train
תפ_19856-07-22,drugs,train
תפ_71968-02-19,drugs,train
תפ_66974-11-17,drugs,test
תפ_59572-07-15,drugs,train
תפ_24272-09-18,drugs,train
תפ_47209-08-15,drugs,test
תפ_20330-11-23,drugs,train
תפ_38311-03-20,drugs,train
תפ_24788-12-19,drugs,train
תפ_49374-04-14,drugs,train
תפ_9675-11-17,drugs,train
תפ_927-09-21,drugs,train
תפ_44387-11-19,drugs,train
תפ_75514-07-24,drugs,train
תפ_44415-01-17,drugs,train
