domain,task,model,representation,f1,precision,recall,ap_pr,threshold,n_valid,n_failed,stats_file,preds_csv
drugs,binary_1,gemma3_27b,hybrid_manual_gpt,0.8214,0.7541,0.902,0.8246408045977012,40.201,100,0,similarity_database_hybrid_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_0,gpt4,hybrid_manual_gpt,0.878,0.8,0.973,0.8670695045695045,40.201,100,0,similarity_database_hybrid_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt4,hybrid_manual_gpt,0.8542,0.9111,0.8039,0.8827422975091124,40.201,100,0,similarity_database_hybrid_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt4_binary_0_preds.csv
drugs,binary_0,gpt51_thinking,hybrid_manual_gpt,0.878,0.8,0.973,0.8476661801374447,58.2915,100,0,similarity_database_hybrid_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,hybrid_manual_gpt,0.8738,0.8654,0.8824,0.9036430210033063,40.201,100,0,similarity_database_hybrid_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_0,gpt52,hybrid_manual_gpt,0.8732,0.9118,0.8378,0.8744872438119565,56.2814,100,0,similarity_database_hybrid_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt52,hybrid_manual_gpt,0.8421,0.9091,0.7843,0.8771145811043041,44.2211,100,0,similarity_database_hybrid_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt52_binary_0_preds.csv
drugs,binary_0,gpt5mini,hybrid_manual_gpt,0.881,0.7872,1.0,0.8616938616938618,55.2764,100,0,similarity_database_hybrid_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,gpt5mini,hybrid_manual_gpt,0.8571,0.8936,0.8235,0.8745931647088053,55.2764,100,0,similarity_database_hybrid_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_0,llama3_70b,hybrid_manual_gpt,0.8158,0.7949,0.8378,0.8118165784832452,58.2915,100,0,similarity_database_hybrid_v6score_llama3_70b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,llama3_70b,hybrid_manual_gpt,0.8067,0.7059,0.9412,0.8429073161831783,30.1508,100,0,similarity_database_hybrid_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_0,mistral,hybrid_manual_gpt,0.8182,0.7059,0.973,0.6733030344141456,45.2261,100,0,similarity_database_hybrid_v6score_mistral_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_mistral_binary_0_preds.csv
drugs,binary_1,mistral,hybrid_manual_gpt,0.8431,0.8431,0.8431,0.8209449770933179,45.2261,100,0,similarity_database_hybrid_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_mistral_binary_0_preds.csv
drugs,binary_0,qwen3_235b,hybrid_manual_gpt,0.8485,0.9655,0.7568,0.8327279202279202,55.2764,100,0,similarity_database_hybrid_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,hybrid_manual_gpt,0.8367,0.8723,0.8039,0.8689907046840282,35.1759,100,0,similarity_database_hybrid_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_0,qwen_hf,hybrid_manual_gpt,0.8649,0.8649,0.8649,0.8431212825511072,45.2261,100,0,similarity_database_hybrid_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,qwen_hf,hybrid_manual_gpt,0.8367,0.8723,0.8039,0.8575102772273693,35.1759,100,0,similarity_database_hybrid_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_0,gemini_25_pro,gpt_free,0.8158,0.7381,0.9118,0.7936216547742667,25.1256,100,0,similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,gpt_free,0.7677,0.7451,0.7917,0.7530380278740691,20.1005,100,0,similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_0,gemini_3_flash,gpt_free,0.8219,0.7692,0.8824,0.8163877194743903,62.3116,100,0,similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,gpt_free,0.8,0.7692,0.8333,0.789165182460362,38.191,100,0,similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_0,gemma3_27b,gpt_free,0.8,0.7317,0.8824,0.8251433902826629,45.2261,100,0,similarity_database_with_gpt_features_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gemma3_27b,gpt_free,0.7573,0.7091,0.8125,0.8134217159278656,35.1759,100,0,similarity_database_with_gpt_features_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_0,gpt4,gpt_free,0.8451,0.8108,0.8824,0.8181733576795114,55.2764,100,0,similarity_database_with_gpt_features_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt4,gpt_free,0.7917,0.7917,0.7917,0.794276401454596,35.1759,100,0,similarity_database_with_gpt_features_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt4_binary_0_preds.csv
drugs,binary_0,gpt51_thinking,gpt_free,0.8533,0.7805,0.9412,0.8555676815737949,56.2814,100,0,similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,gpt_free,0.7742,0.8,0.75,0.8110992593965327,42.2111,100,0,similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_0,gpt52,gpt_free,0.8286,0.8056,0.8529,0.8596363633927986,55.2764,100,0,similarity_database_with_gpt_features_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt52,gpt_free,0.7748,0.6825,0.8958,0.8185801349785068,34.1709,100,0,similarity_database_with_gpt_features_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt52_binary_0_preds.csv
drugs,binary_0,gpt5mini,gpt_free,0.7901,0.6809,0.9412,0.856233882577073,45.2261,100,0,similarity_database_with_gpt_features_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,gpt5mini,gpt_free,0.76,0.7308,0.7917,0.8085982929258448,42.2111,100,0,similarity_database_with_gpt_features_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_0,llama3_70b,gpt_free,0.7949,0.7045,0.9118,0.8578219166454459,52.2613,100,0,similarity_database_with_gpt_features_v6score_llama3_70b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,llama3_70b,gpt_free,0.7167,0.5972,0.8958,0.7911745430495432,38.191,100,0,similarity_database_with_gpt_features_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_0,qwen3_235b,gpt_free,0.8125,0.8667,0.7647,0.8360693994097356,45.2261,100,0,similarity_database_with_gpt_features_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,gpt_free,0.72,0.6923,0.75,0.781489229942866,30.1508,100,0,similarity_database_with_gpt_features_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_0,qwen_hf,gpt_free,0.8451,0.8108,0.8824,0.8697312790040742,40.201,100,0,similarity_database_with_gpt_features_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,qwen_hf,gpt_free,0.7629,0.7551,0.7708,0.8112769567893295,30.1508,100,0,similarity_database_with_gpt_features_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_0,gemini_25_pro,gpt_law,0.8219,0.7692,0.8824,0.7639824945253607,35.1759,100,0,similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,gpt_law,0.7579,0.766,0.75,0.7311812414858603,30.1508,100,0,similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_0,gemini_3_flash,gpt_law,0.8571,0.8333,0.8824,0.8110228381768174,76.3819,100,0,similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,gpt_law,0.7921,0.7547,0.8333,0.7862905286947663,45.2261,100,0,similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_0,gemma3_27b,gpt_law,0.7869,0.8889,0.7059,0.8315811965811966,65.3266,100,0,similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gemma3_27b,gpt_law,0.76,0.7308,0.7917,0.7961761056555107,55.2764,100,0,similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_0,gpt4,gpt_law,0.8696,0.8571,0.8824,0.8394931211715796,68.3417,100,0,similarity_database_with_gpt_law_features_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt4,gpt_law,0.7692,0.7143,0.8333,0.7956382042647406,38.191,100,0,similarity_database_with_gpt_law_features_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt4_binary_0_preds.csv
drugs,binary_0,gpt51_thinking,gpt_law,0.8732,0.8378,0.9118,0.8680205399151713,65.3266,100,0,similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,gpt_law,0.7742,0.8,0.75,0.8125966560476582,58.2915,100,0,similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_0,gpt52,gpt_law,0.8571,0.8333,0.8824,0.8518773600381175,58.2915,100,0,similarity_database_with_gpt_law_features_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt52,gpt_law,0.7636,0.6774,0.875,0.8054646145082489,38.191,100,0,similarity_database_with_gpt_law_features_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt52_binary_0_preds.csv
drugs,binary_0,gpt5mini,gpt_law,0.8732,0.8378,0.9118,0.8923317387802493,62.3116,100,0,similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,gpt5mini,gpt_law,0.7708,0.7708,0.7708,0.8323846379985796,55.2764,100,0,similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_0,llama3_70b,gpt_law,0.8254,0.8966,0.7647,0.8557362310122226,68.3417,100,0,similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,llama3_70b,gpt_law,0.7523,0.6721,0.8542,0.815996880427575,58.2915,100,0,similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_0,qwen3_235b,gpt_law,0.8767,0.8205,0.9412,0.8921314674688376,55.2764,100,0,similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,gpt_law,0.7586,0.8462,0.6875,0.8175239581129409,55.2764,100,0,similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_0,qwen_hf,gpt_law,0.8529,0.8529,0.8529,0.8672309877805814,58.2915,100,0,similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,qwen_hf,gpt_law,0.7525,0.717,0.7917,0.8127324569605806,40.201,100,0,similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_0,gemini_25_pro,facts,0.8158,0.7381,0.9118,0.7798874564399811,25.1256,100,0,similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,facts,0.7255,0.6852,0.7708,0.7259989403179817,20.1005,100,0,similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_0,gemini_3_flash,facts,0.8312,0.7442,0.9412,0.7956895830265572,58.2915,100,0,similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,facts,0.8085,0.8261,0.7917,0.7828530917006599,45.2261,100,0,similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_0,gemma3_27b,facts,0.7901,0.6809,0.9412,0.8068794255411228,55.2764,100,0,similarity_database_with_indicment_facts_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gemma3_27b,facts,0.7789,0.7872,0.7708,0.8107467222466853,55.2764,100,0,similarity_database_with_indicment_facts_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_0,gpt4,facts,0.8421,0.7619,0.9412,0.7688410364145658,60.3015,100,0,similarity_database_with_indicment_facts_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt4,facts,0.7692,0.814,0.7292,0.74735180918019,55.2764,100,0,similarity_database_with_indicment_facts_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt4_binary_0_preds.csv
drugs,binary_0,gpt51_thinking,facts,0.8571,0.7674,0.9706,0.8620206071931673,58.2915,100,0,similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,facts,0.7872,0.8043,0.7708,0.8179413089274343,52.2613,100,0,similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_0,gpt52,facts,0.8205,0.7273,0.9412,0.8842852791189073,46.2312,100,0,similarity_database_with_indicment_facts_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt52,facts,0.8211,0.8298,0.8125,0.8450734779454919,43.2161,100,0,similarity_database_with_indicment_facts_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt52_binary_0_preds.csv
drugs,binary_0,gpt5mini,facts,0.8421,0.7619,0.9412,0.8826843132226392,53.2663,100,0,similarity_database_with_indicment_facts_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt5mini_binary_0_preds.csv
