verdict_1,verdict_2,similarity_scale,similarity_binary_0,similarity_binary_1,feature_vector_1,feature_vector_2
SH-20-02-52091-995,SH-16-11-7544-55,3,1,1,"{""אופן_החשיפה"": ""חיפוש משטרתי יזום בבית הנאשם"", ""זהות_המבצעים"": ""שוטרי תחנת העיירות"", ""מספר_קליעים"": ""כ-20 קליעי 9 מ\""מ"", ""מקום_החזקה"": ""ארון במטבח ביתו של הנאשם בשבט אלאעצם"", ""סוג_הנשק"": ""תת מקלע מאולתר 9 מ\""מ"", ""סוג_העבירה"": ""החזקה לא חוקית של נשק ותחמושת"", ""סעיף_חוק"": ""סעיף 144(א) רישא וסיפא לחוק העונשין, תשל\""ז – 1977"", ""שעת_החשיפה"": ""סמוך לשעה 15:00"", ""תאריך_החשיפה"": ""16.02.20"", ""תקופת_החזקה"": ""מיום 14.02.20 ועד 16.02.20""}","{""גילוי_העבירה"": ""שוטר הבחין בנאשם והבחין בנשק ובתחמושת"", ""האם_הייתה_רשות_להחזקה"": ""לא"", ""כמות_תחמושת"": ""10 קליעים"", ""מיקום_האירוע"": ""מחלף להב-שומריה, כביש 6, לכיוון צפון"", ""נסיבות_החזקה"": ""הנאשם עמד מאחורי ארונות השקיה סמוכים לנתיבי הנסיעה"", ""סוג_הנשק"": ""רובה תת מקלע מאולתר"", ""סוג_העבירה"": ""החזקת נשק שלא כדין"", ""סוג_תחמושת"": ""מחסנית עם 10 קליעים בקוטר 9 מ\""מ"", ""סעיף_חוק"": ""סעיף 144(א) רישא וסיפא לחוק העונשין"", ""תאריך_האירוע"": ""26.10.16""}"
SH-14-02-28659-762,SH-16-05-42991-439,2,0,1,"{""מועד_סיום_ההחזקה"": ""11.2.14"", ""מיקום_הסתרה"": ""עליית הגג של המקלחת בבית"", ""מניע_נטען"": ""הגנה עצמית"", ""מקום_ההחזקה"": ""ביתו של הנאשם בעזריה"", ""משך_ההחזקה"": ""כשנתיים"", ""סוג_הנשק"": ""נשק מאולתר מסוג קרל גוסטב"", ""סוג_העבירה"": ""החזקת נשק"", ""סעיף_עבירה"": ""144(א) לחוק העונשין התשל\""ז-1977""}","{""אופן_הסתרת_הנשק"": ""האקדח הוסלק מתחת לחצאית של נאשמת 2"", ""מועד_העבירה"": ""15.5.16"", ""מעורבות_נוספת"": ""רעיית הנאשם (נאשמת 2) סייעה בהסתרת הנשק"", ""מקום_העבירה"": ""בית הנאשם"", ""נסיבות_החזקת_הנשק"": ""החזקה בבית, אקדח טעון במחסנית"", ""סוג_הנשק"": ""אקדח בראונינג כסוף"", ""סוג_העבירה"": ""החזקת נשק ותחמושת, שיבוש הליכי משפט"", ""סוג_התחמושת"": ""13 כדורים 9 מ\""מ"", ""סעיפי_חוק"": ""סעיף 144(א) רישא וסיפא, סעיף 244 לחוק העונשין"", ""שיבוש_הליכי_משפט"": ""הנאשם הורה לרעייתו להסתיר את האקדח ולצאת מהבית כדי להעלים אותו מהשוטרים""}"
ME-14-10-31218-522,ME-17-05-35227-215,1,0,0,"{""אופן השימוש בנשק"": ""השלכת רימון לעבר מרפסת בית מגורים לאחר שחרור נצרה"", ""מועד האירוע"": ""29/5/2014 בשעה 02:45"", ""מיקום האירוע"": ""סמוך לבית ד\""ר אמון חסן בדיר אל אסד"", ""מספר סידורי של הרימון"": ""E386201"", ""סוג הנשק"": ""רימון יד הלם/סינוור M7290"", ""סעיף חוק"": ""סעיף 144(א) לחוק העונשין, התשל\""ז-1977"", ""עבירה"": ""החזקה ושימוש בנשק ללא רשות"", ""פוטנציאל נזק"": ""הרימון היה בכוחו להזיק לאדם ולגרום פגיעה גופנית בהתאם לקרבה למוקד הפיצוץ"", ""צבע הרימון"": ""שחור עם פס כתוב"", ""קורבן"": ""ד\""ר אמון חסן"", ""שנת לידה של הנאשם"": ""1983"", ""תוצאה"": ""הרימון התפוצץ וגרם לקול נפץ עז שהעיר את המתלונן ושכנו""}","{""מותג_הרכב"": ""קואנג יאנג טיו"", ""מיקום_הנשק"": ""תא המטען של האופנוע"", ""נשק_נטען"": ""כן"", ""סוג_הנשק"": ""תת-מקלע מאולתר"", ""סוג_העבירה"": ""החזקת נשק שלא כדין"", ""סוג_התחבורה"": ""אופנוע"", ""סעיף_חוק"": ""144(ב) רישא וסיפא לחוק העונשין"", ""שם_הנאשם"": ""דוד טבצ'ניקוב"", ""שעת_האירוע"": ""שעות הצהריים"", ""תאריך_האירוע"": ""07/05/2017""}"
SH-16-11-7544-55,SH-15-03-49530-992,3,1,1,"{""גילוי_העבירה"": ""שוטר הבחין בנאשם והבחין בנשק ובתחמושת"", ""האם_הייתה_רשות_להחזקה"": ""לא"", ""כמות_תחמושת"": ""10 קליעים"", ""מיקום_האירוע"": ""מחלף להב-שומריה, כביש 6, לכיוון צפון"", ""נסיבות_החזקה"": ""הנאשם עמד מאחורי ארונות השקיה סמוכים לנתיבי הנסיעה"", ""סוג_הנשק"": ""רובה תת מקלע מאולתר"", ""סוג_העבירה"": ""החזקת נשק שלא כדין"", ""סוג_תחמושת"": ""מחסנית עם 10 קליעים בקוטר 9 מ\""מ"", ""סעיף_חוק"": ""סעיף 144(א) רישא וסיפא לחוק העונשין"", ""תאריך_האירוע"": ""26.10.16""}","{""אופן_ההחזקה"": ""בתיק על גג מחסן"", ""זהות_הנאשם"": ""אחמד חגלה"", ""מיקום_העבירה"": ""ג'לג'וליה, על גג מחסן סמוך לבית הנאשם"", ""מצב_הנשק"": ""טעון במחסנית תואמת ובה כדורים"", ""סוג_הנשק"": ""רובה מאולתר מסוג קרל גוסטב"", ""סוג_העבירה"": ""החזקת נשק שלא כדין"", ""שנת_לידה_הנאשם"": ""1992"", ""תחמושת_נוספת"": ""מחסנית טעונה בכדורים בקוטר 9 מ\""מ וכדורים בקוטר 5.56 מ\""מ בתפזורת"", ""תקופת_העבירה"": ""5.3.2015-11.3.2015""}"
ME-16-11-13999-863,ME-21-10-18557-340,1,0,0,"{""האם_החזקה_היתה_בצוותא"": ""כן"", ""האם_החזקה_היתה_ברכב"": ""כן"", ""האם_היתה_בריחה_או_התחמקות_משוטרים"": ""כן"", ""האם_היתה_רישיון_להחזקת_נשק"": ""לא"", ""יעד_הנסיעה"": ""אזור הישוב ראמה"", ""מיקום_המעצר"": ""תחנת דלק סמוכה לצומת ראמה"", ""מיקום_התחלתי"": ""סכנין"", ""מספר_מחסניות"": ""2"", ""מספר_מעורבים"": ""2"", ""סוג_הנשק"": ""אקדח חצי אוטומטי מסוג STAR קליבר 9 מ\""מ פאראבלום"", ""סוג_העבירה"": ""עבירות בנשק"", ""סוג_הרכב"": ""מאזדה"", ""סוג_תחמושת"": ""מחסניות עם כדורים לאקדח"", ""סעיפי_חוק"": [""144(א) רישא"", ""144(א) סיפא"", ""144(ב) רישא"", ""144(ב) סיפא לחוק העונשין""], ""שם_המעורב_הנוסף"": ""זבידאת סלאמה"", ""שעת_העבירה"": ""סמוך לשעה 20:00""}","{""אופן הובלת הנשק"": ""ברכב מסוג מאזדה כחול"", ""האם בוצע ירי"": ""כן"", ""האם בוצע מעקב או מרדף"": ""הנאשם רץ אחרי המאזדה הלבנה"", ""האם היה מגע פיזי עם הקורבן"": ""לא"", ""האם היה סיכון לחיי אדם"": ""כן"", ""האם היה סכסוך קודם"": ""כן, בין הנאשם לא'"", ""האם היה רישיון לנשק"": ""לא"", ""האם היו עדים לאירוע"": ""כן, מוחמד פעאור"", ""האם היו שותפים"": ""כן, ג'יהאד סואעד"", ""האם הירי בוצע כלפי מעלה"": ""כן"", ""האם הירי בוצע מטווח קצר"": ""כן, כשהמאזדה הייתה במרחק קצר"", ""האם הנשק היה טעון"": ""כן"", ""כוונה בעת הירי"": ""להפחיד או להקניט את א'"", ""מספר יריות"": ""לפחות שני כדורים"", ""מספר כדורים"": ""לפחות שני כדורים"", ""מקום ביצוע העבירה"": ""כפר אבו סנאן, אזור מגורים"", ""סוג הנשק"": ""תת מקלע מאולתר בקליבר 9 מ\""מ"", ""סוג העבירה"": ""עבירות בנשק וירי מנשק חם"", ""סעיפי חוק"": [""144(א) רישא וסיפא"", ""144(ב) רישא וסיפא"", ""340א(ב)(1)"", ""340א(ב)(2)""]}"
ME-16-10-12213-904,ME-16-01-189-123,3,1,1,"{""אופן_החשיפה"": ""חיפוש משטרתי ברכב"", ""אזור_הובלה"": ""מאזור מי-עמי לאום-אל-פחם"", ""בעלות_הרכב"": ""אחיו של הנאשם"", ""האם_המחסנית_ריקה"": ""כן"", ""האם_הנאשם_הוביל_את_הנשק"": ""כן"", ""האם_הנאשם_החזיק_תחמושת_עליו"": ""כן, כדור 9 מ\""מ במכנסיו"", ""האם_הנאשם_התגורר_בבית_האם"": ""כן"", ""האם_הנשק_היה_טעון"": ""לא, המחסנית הייתה ריקה"", ""האם_הנשק_מאולתר"": ""כן"", ""האם_הרכב_היה_בלתי_תקין"": ""כן"", ""האם_התחמושת_מתאימה_לנשק"": ""כן"", ""הסתרה_או_החבאה"": ""הנשק והמחסנית הוסתרו מתחת לכיסא הנוסע ברכב"", ""מועד_העבירה"": ""ספטמבר 2016 ו-1 באוקטובר 2016"", ""מספר_הכדורים"": ""1"", ""מספר_המחסניות"": ""1"", ""מספר_הנשקים"": ""1"", ""מקום_החזקה"": ""רכב מסוג סובארו"", ""סוג_הנשק"": ""כלי נשק מאולתר מסוג קרל גוסטב"", ""סוג_התחמושת"": ""מחסנית ריקה וכדור 9 מ\""מ"", ""סעיף_חוק"": ""סעיף 144(ב) רישה וסיפה לחוק העונשין, התשל\""ז - 1977"", ""עבירה"": ""נשיאת נשק ותחמושת"", ""שם_הנאשם"": ""מוחמד ג'בארין""}","{""אופן גילוי העבירה"": ""חיפוש משטרתי ברכב במחסום"", ""אמצעי הסתרה"": ""החבאת נשק ותחמושת ברכב"", ""האם נתפסו ראיות פיזיות"": ""כן, נשק ותחמושת"", ""זהות שותף לעבירה"": ""אדם בשם הילאל, זהות לא ידועה"", ""כמות סם מתוכננת"": ""20-100 כדורים"", ""כמות תחמושת"": ""50 כדורים מסוג 9 מ\""מ"", ""מועד ביצוע העבירות"": [""עובר ליום 10.12.2015"", ""13.12.2015""], ""מחיר סם"": ""50 ש\""ח לכדור, 35 ש\""ח לכדור ברכישת 100"", ""מיקום הסתרת הנשק"": ""דפנות הדלת הימנית הקדמית ברכב"", ""מיקום רכישת הנשק"": ""טול-כרם"", ""מסלול נסיעה"": [""מחסום תאנים"", ""טול-כרם"", ""חזרה למחסום""], ""סוג הנשק"": ""תת-מקלע מאולתר קרלו"", ""סוג הסם"": ""אקסטזי"", ""עבירות"": [""קשירת קשר לסחר בסם מסוכן"", ""רכישת נשק"", ""נשיאה והובלת נשק""], ""רכב בשימוש"": ""כן""}"
SH-15-12-65958-120,ME-16-05-9983-155,2,0,1,"{""האם הנשק היה טעון"": ""כן, שני כלי נשק היו טעונים במחסנית"", ""האם חלק מהמחסניות היו ריקות"": ""כן, אחת מהמחסניות הייתה ריקה"", ""כמות תחמושת"": ""8 כדורי 9 מ\""מ, 15 כדורי 9 מ\""מ, 6 כדורי 7.65 מ\""מ"", ""מיקום החזקת הנשק"": ""אקדח זיג זאוור - בבית, קרלו - מעל ארון במטבח, אקדח נוסף - בספרייה בבית"", ""מספר כלי נשק"": ""3"", ""מספר מחסניות"": ""3"", ""מספר עבירות"": ""3"", ""מקום ביצוע העבירה"": ""ביתו של הנאשם בטייבה"", ""סוגי נשק"": ""אקדח זיג זאוור, נשק מאולתר מסוג קרלו, אקדח נוסף"", ""סוגי עבירות"": ""החזקת נשק ותחמושת"", ""סוגי תחמושת"": ""כדורי אקדח בקוטר 9 מ\""מ, כדורי אקדח בקוטר 7.65 מ\""מ"", ""סעיפי אישום"": ""סעיף 144(א) רישא וסיפא לחוק העונשין התשל\""ז-1977"", ""שנת לידה של הנאשם"": ""1984""}","{""אופן_הרכישה"": ""רכישה שלא כדין על ידי קרוב משפחה"", ""האם_הייתה_הסכמה_לעונש"": ""לא רלוונטי (לא לכלול בפיצ'רים)"", ""האם_הנשק_היה_ברישיון"": ""לא"", ""העברת_הנשק"": ""הנאשם העביר את הנשק והמחסנית לאדם אחר בסמוך לביתו"", ""הקשר_בין_המעורבים"": ""קרובי משפחה ואדם נוסף"", ""ידיעת_הנאשם_על_הנשק"": ""הנאשם ידע שמדובר בנשק חם והסכים להחזיק ולהסתיר אותו"", ""מיקום_החזקה"": ""מקום מסתור בשכונת מגוריו של הנאשם"", ""מניע_החזקה"": ""לבקשת קרוב משפחה, לצורך הסתרה בלבד"", ""משך_החזקה_בידי_הנאשם"": ""כשבוע"", ""סוג_הנשק"": ""תת מקלע מאולתר"", ""סוג_תחמושת"": ""מחסנית"", ""סעיפי_אישום"": [""החזקה ונשיאת נשק לפי סעיף 144(א) + (ב) לחוק העונשין, התשל\""ז-1977""], ""תמורה_עבור_הנשק"": ""7,300 ש\""ח"", ""תקופת_החזקה"": ""כשבוע""}"
ME-18-04-19642-504,ME-16-07-45228-25,1,0,0,"{""אופן_ההרשעה"": ""הודיה"", ""האם_הנאשם_הודה"": ""כן"", ""האם_העבירה_בוצעה_במסגרת_הסדר_טיעון"": ""כן"", ""האם_כתב_האישום_תוקן"": ""כן"", ""מיקום_העבירה"": ""יער הסמוך לכפר קרע"", ""סוג_העבירה"": ""עבירות נשק"", ""תאריך_העבירה"": ""01.04.2018""}","{""הסתרת_נשק"": ""הנאשם הסליק את הנשק, המחסנית והכדורים מתחת לשמיכה על מזרן בחדר בבית"", ""מיקום_העבירה"": ""בסמוך לבית דודו בכפר זלפה"", ""מספר_כדורים"": ""עשרה כדורי אקדח בקוטר 9 מ\""מ"", ""מצב_הנשק"": ""טעון במחסנית"", ""נוכחות_שוטרים"": ""שוטרים הגיעו למקום בעת ביצוע העבירה"", ""סוג_הנשק"": ""אקדח מסוג FN"", ""סוג_העבירה"": ""נשיאת נשק שלא כדין"", ""סעיף_חוק"": ""סעיף 144(ב) לחוק העונשין, התשל\""ז-1977"", ""שם_הנאשם"": ""מחמוד ג'בארין"", ""שעת_העבירה"": ""שעת לילה"", ""תאריך_ביצוע"": ""19.7.16"", ""תגובה_לשוטרים"": ""הנאשם התרחק מהשוטרים בהליכה מהירה ולאחר מכן נמלט בריצה""}"
ME-15-03-29911-554,ME-16-02-18397-87,1,0,0,"{""החזקה_ונשיאה_של_נשק"": ""החזיק ונשא אקדח ללא רישיון"", ""ירי_בשטח_פרטי"": ""ירה מספר רב של כדורים בשטח חווה שבבעלותו"", ""ירי_בשטח_ציבורי"": ""ירה מספר רב של כדורים במהלך נסיעה בשכונות מגורים"", ""ירי_מתוך_רכב"": ""ירה שני כדורים מתוך רכב תוך כדי נסיעה"", ""מיקום_העבירה"": ""פוריידיס, חווה פרטית, שכונות מגורים, ליד מגרש בית הספר התיכון"", ""מספר_כדורים"": ""מספר רב של כדורים, מחסנית עם 12 כדורים, קופסא עם 20 כדורים, 24 כדורים נוספים"", ""נסיבות_מחמירות"": ""ירי בשטח מגורים, ירי ליד בית ספר, החזקת נשק דרוך ומוכן לירי"", ""סוג_הנשק"": ""אקדח מסוג יריחו"", ""סוג_העבירה"": ""עבירות בנשק"", ""סעיפי_חוק"": [""144(א) רישא"", ""144(א) סיפא"", ""144(ב) רישא"", ""144(ב) סיפא""], ""שותפים_לעבירה"": ""אדם נוסף שזהותו אינה ידועה"", ""שעת_העבירה"": ""שעות הערב, סמוך לשעה 19:00 עד 19:14"", ""תחמושת"": ""מחסנית תואמת לאקדח עם כדורים, מחסנית נוספת, קופסא עם 20 כדורים, 24 כדורים נוספים""}","{""אופן גילוי הנשק"": ""בחיפוש בתא שמתחת לכיסא הקטנוע"", ""אופן גילוי התחמושת"": ""בחיפוש על גופו של הנאשם"", ""מיקום האירוע"": ""מעט לפני הכניסה לכפר דבוריה"", ""מיקום הנשק"": ""מתחת למושב קטנוע"", ""מיקום התחמושת"": ""בכיסו של הנאשם"", ""מעורבות משטרתית"": ""בדיקת רישיונות שגרתית, מרדף קצר, חיפוש"", ""מצב הנשק"": ""לא תקין, חסר חלק פנימי המונע ירי"", ""נסיבות גילוי"": ""הנאשם הבחין בשוטרים, ביצע פניית פרסה, נרדף על ידי שוטרים, סירב לפתוח תא אחסון"", ""סוג הנשק"": ""אקדח"", ""סוג הרכב"": ""קטנוע"", ""סוגי עבירות"": [""נשיאת נשק"", ""הובלת נשק"", ""נהיגה ללא רישיון נהיגה"", ""נהיגה ללא ביטוח"", ""נהיגה ללא רישיון רכב""], ""סטטוס ביטוח"": ""ללא ביטוח"", ""סטטוס רישיון נהיגה"": ""ללא רישיון נהיגה"", ""סטטוס רישיון רכב"": ""ללא רישיון רכב תקף"", ""סעיפי אישום"": [""סעיף 144(ב) רישא וסיפא לחוק העונשין"", ""סעיף 10(א) לפקודת התעבורה"", ""סעיף 2(א)(ב) לפקודת ביטוח רכב מנועי"", ""סעיף 2 לפקודת התעבורה""], ""תחמושת"": ""כדורים לרובה""}"
ME-16-11-69158-529,ME-16-01-3772-806,3,1,1,"{""אופן ביצוע הירי"": ""הנאשם כיוון את הנשק כלפי מעלה וירה צרור כדורים"", ""אופן החזקת הנשק"": ""הוסתר באדמה סמוך לביתו של הנאשם בתוך תיק בד"", ""הסתרת הנשק לאחר הירי"": ""הוסתר מתחת למושב הנהג ברכבו של הנאשם"", ""הסתרת התחמושת לאחר הירי"": ""הוסתרה בשקית מתחת למושב הסמוך למושב הנהג ברכב"", ""הקשר לאירוע"": ""הירי בוצע במהלך אירוע משפחתי"", ""מועד ביצוע העבירה"": ""23.11.16 בשעה 21:00 לערך"", ""מיקום ביצוע הירי"": ""רחבת בית משפחת ג'בארה בטייבה, אזור מגורים"", ""סוג הנשק"": ""תת-מקלע מסוג קרלו (קרל גוסטב)"", ""סוג התחמושת"": ""9 מ\""מ"", ""סוגי עבירות"": [""נשיאת נשק ותחמושת"", ""ירי באזור מגורים""], ""סעיפי חוק"": [""סעיף 144(ב) רישא וסיפא לחוק העונשין"", ""סעיף 340א לחוק העונשין""]}","{""אופן_החזקה"": ""בצוותא חדא עם שותף"", ""האם_החזקה_ברישיון"": ""לא"", ""היכרות_מוקדמת_עם_שותפים"": ""כן"", ""ירי_מהנשק"": ""כן, כ-20 כדורים"", ""מספר_אירועים"": ""שניים עיקריים (2009, 2011) והחזקה מתמשכת עד 2015"", ""מקום_החזקה_או_שימוש"": ""אלרוחה, מטע זיתים במעאוויה, בסמוך לבית הנאשם"", ""סוג_העבירה"": ""החזקת נשק שלא כדין, נשיאת והובלת נשק שלא כדין"", ""סוגי_נשק"": ""רובה MP5, תת מקלע מאולתר"", ""סעיפי_חוק"": ""144(א), 144(ב), 144(ג), 29 לחוק העונשין"", ""שותפים_לעבירה"": ""מחמד ג'בארין"", ""שנות_ביצוע"": ""2009, 2011, עד 20.12.15"", ""תחמושת"": ""מחסנית וכדורים"", ""תפיסת_הנשק"": ""נתפס על ידי המשטרה בסמוך לבית הנאשם""}"
ME-17-02-54432-484,ME-16-05-25902-514,3,1,1,"{""האם_הנשק_היה_טעון"": ""כן"", ""האם_הנשק_נתפס"": ""כן"", ""מועד_התפיסה"": ""16.02.17"", ""מיקום_החזקה"": ""סמוך לביתו בכפר קאסם"", ""מסלול_הנסיעה"": ""מכפר קאסם לנהריה"", ""מספר_אנשים_ברכב"": ""ארבעה"", ""מקום_התפיסה"": ""צומת הרחובות הגעתון והרצל בנהריה"", ""מקום_מגורים_של_הנאשם"": ""כפר קאסם"", ""משך_החזקה"": ""מספר חודשים עד ליום 16.02.17"", ""נסיבות_התפיסה"": ""הרכב נעצר לבדיקה על ידי שוטרים, הנאשם אחז באקדח טעון והכניס אותו לתחתוניו כאשר הבחין בשוטרים"", ""נשיאת_הנשק_במהלך_נסיעה"": ""כן"", ""סוג_הנשק"": ""אקדח מסוג ברטה מס.ד 82233"", ""סוג_העבירה"": ""החזקה ונשיאת נשק"", ""סוג_הרכב"": ""מאזדה"", ""סוג_תחמושת"": ""מחסנית תואמת ובה 7 כדורים 0.22 מ\""מ"", ""סעיפי_חוק"": ""144(א) רישא וסיפא, 144(ב) רישא וסיפא לחוק העונשין"", ""שמות_הנוסעים_ברכב"": ""אחמד עיסא, עותמאן עיסא, מגארי יאסין"", ""שנת_לידה_של_הנאשם"": ""1996""}","{""אופן_נשיאת_הנשק"": ""על גופו מתחת לבגדיו"", ""כמות_תחמושת"": ""7 כדורים במחסנית"", ""מועד_רכישת_הנשק"": ""פברואר 2016"", ""מטרה_לנשיאת_הנשק"": ""נשיאה לעבודה בשעות בוקר מוקדמות"", ""מספר_סידורי_של_הנשק"": ""682663"", ""מקום_החזקת_הנשק"": ""מקלט ביתו של הנאשם בקלנסוואה"", ""מקור_הנשק"": ""נגנב מביתו של דינו תמאם"", ""נשיאת_הנשק_ביום_מעצר"": ""8.5.16"", ""סוג_הנשק"": ""אקדח ברטה"", ""סוג_העבירה"": ""נשיאת נשק והחזקת נשק"", ""סעיפי_חוק"": [""144(ב) רישא וסיפא לחוק העונשין"", ""144(א) רישא וסיפא לחוק העונשין""], ""שימוש_בנשק"": ""לא צוין שימוש בפועל"", ""שעת_נשיאת_הנשק_ביום_מעצר"": ""06:00"", ""תקופת_החזקה"": ""פברואר 2016 עד 8.5.16""}"
SH-17-10-10556-234,ME-09-06-10774-130,2,0,1,"{""בעלות_הנשק"": ""הנשק היה בבעלותו של אחר"", ""האם_הייתה_מחסנית_נוספת"": ""כן, מחסנית לא טעונה"", ""האם_הנשק_היה_טעון"": ""כן, באקדח הייתה מחסנית ובה 10 קליעים"", ""מיקום_הנשק"": ""בתוך שקית בחצר הסמוכה לביתו ובתוך כפפה מתחת למזרון בערימת זבל במרחק של כ-100 מטרים מביתו"", ""מספר_קליעים"": ""10"", ""סוג_הנשק"": ""אקדח"", ""סוג_העבירה"": ""החזקת נשק והחזקת אביזר נשק לתחמושת"", ""סעיפי_חוק"": ""סעיף 144(א) רישא וסעיף 144(א) סיפא לחוק העונשין תשל\""ז – 1977"", ""קוטר_קליעים"": ""8 מ\""מ"", ""תקופת_ההחזקה"": ""עובר ליום 28/08/2017""}","{""מספר_מעורבים"": ""הנאשם ואדם נוסף"", ""מקום_ביצוע"": ""אזור כפר מושרייפה"", ""נסיבות_החזקה"": ""בעת נסיעה ברכב"", ""סוג_הנשק"": ""אקדח מסוג ברטה"", ""סוג_העבירה"": ""החזקת ונשיאת נשק שלא כדין"", ""סעיפי_חוק"": ""סעיפים 144(א) + 144(ב) לחוק העונשין""}"
sh-10-05-7434-952,ME-21-10-18557-340,1,0,0,"{""האם_החזקה_ברישיון"": ""לא"", ""מספר_כלי_נשק"": ""2"", ""מספר_עבירות"": ""2"", ""מקום_ביצוע"": ""דירה ברחוב אורלנסקי 11, פתח תקווה"", ""סוגי_נשק"": [""אקדח ברטה חצי אוטומטי"", ""אקדח לאמה חצי אוטומטי""], ""סעיפי_חוק"": [""סעיף 144(א) לחוק העונשין, תשל\""ז-1977""], ""עבירות"": [""החזקת נשק""], ""שם_הנאשם"": ""איגור בן סמיון סבובסקי"", ""שנת_לידה"": ""1961"", ""תאריך_ביצוע"": ""14.4.10""}","{""אופן הובלת הנשק"": ""ברכב מסוג מאזדה כחול"", ""האם בוצע ירי"": ""כן"", ""האם בוצע מעקב או מרדף"": ""הנאשם רץ אחרי המאזדה הלבנה"", ""האם היה מגע פיזי עם הקורבן"": ""לא"", ""האם היה סיכון לחיי אדם"": ""כן"", ""האם היה סכסוך קודם"": ""כן, בין הנאשם לא'"", ""האם היה רישיון לנשק"": ""לא"", ""האם היו עדים לאירוע"": ""כן, מוחמד פעאור"", ""האם היו שותפים"": ""כן, ג'יהאד סואעד"", ""האם הירי בוצע כלפי מעלה"": ""כן"", ""האם הירי בוצע מטווח קצר"": ""כן, כשהמאזדה הייתה במרחק קצר"", ""האם הנשק היה טעון"": ""כן"", ""כוונה בעת הירי"": ""להפחיד או להקניט את א'"", ""מספר יריות"": ""לפחות שני כדורים"", ""מספר כדורים"": ""לפחות שני כדורים"", ""מקום ביצוע העבירה"": ""כפר אבו סנאן, אזור מגורים"", ""סוג הנשק"": ""תת מקלע מאולתר בקליבר 9 מ\""מ"", ""סוג העבירה"": ""עבירות בנשק וירי מנשק חם"", ""סעיפי חוק"": [""144(א) רישא וסיפא"", ""144(ב) רישא וסיפא"", ""340א(ב)(1)"", ""340א(ב)(2)""]}"
SH-10-02-25802-731,ME-13-04-35007-454,1,0,0,"{""אופן_החזקה"": ""החזקה פיזית בביתו של הנאשם"", ""האם_הייתה_רשות_להחזקה"": ""לא"", ""החזקת_תחמושת_או_אבזר"": ""כן, החזיק אבזר ותחמושת של כלי נשק שבכוחם להמית אדם"", ""מועד_ביצוע"": ""16/07/09 בשעה 11:00 או בסמוך לכך"", ""מקום_ביצוע"": ""ביתו של הנאשם בכפר מגדל שמס"", ""סוג_הנשק"": ""רובה צייד שמסוגל לירות כדור ובכוחו להמית אדם"", ""סוג_העבירה"": ""החזקת נשק שלא כדין והחזקת חלק-אבזר תחמושת של כלי נשק"", ""סעיפי_חוק"": [""סעיף 144(א) לחוק העונשין"", ""סעיף 144(א)(1) לחוק העונשין""]}","{""האם_הנשק_היה_טעון"": ""כן"", ""מועד_האירוע"": ""6/4/13 בשעה 16:30 או בסמוך לכך"", ""מטרת_הנשיאה"": ""הפחדת אחרים המעורבים בסכסוך"", ""מיקום_האירוע"": ""מרכז כפר דבוריה"", ""נוכחות_אחרים"": ""אחרים המעורבים בסכסוך היו בקרבת מקום"", ""סוג_הנשק"": ""אקדח"", ""סוג_העבירה"": ""נשיאת והחזקת נשק שלא כדין"", ""סעיפי_חוק"": [""144(ב) רישא + סיפא לחוק העונשין"", ""144(א) רישא + סיפא לחוק העונשין""], ""פעולה_לאחר_האירוע"": ""הנאשם נמלט במהירות מהמקום"", ""רקע_לאירוע"": ""סכסוך בכפר דבוריה""}"
