verdict_1,verdict_2,domain,similarity_score
תפ_44862-06-20,תפ_63355-02-23,weapon,93.89208
תפ_14449-06-13,תפ_46386-01-14,drugs,94.52422
תפ_1197-11-21,תפ_35299-09-23,drugs,94.1635
תפ_28234-05-21,תפ_33439-01-21,drugs,93.835144
תפ_14963-02-23,תפ_49875-05-23,drugs,94.68736
תפ_17260-12-23,תפ_18912-06-23,weapon,94.1817
תפ_14578-04-19,תפ_48194-05-22,drugs,
תפ_20451-09-20,תפ_7089-08-23,weapon,95.033775
תפ_12411-02-21,תפ_7467-12-20,weapon,91.997
תפ_51663-11-23,תפ_57001-11-21,weapon,92.277145
תפ_13301-07-18,תפ_68389-07-20,weapon,92.92268
תפ_34353-03-17,תפ_6970-05-22,drugs,93.721115
תפ_52145-01-20,תפ_7926-08-19,drugs,88.377464
תפ_54432-02-17,תפ_59004-08-23,weapon,93.70583
תפ_41599-03-22,תפ_48057-03-21,weapon,93.004715
תפ_19412-05-18,תפ_70374-11-20,drugs,94.864586
תפ_13995-12-22,תפ_24044-06-22,weapon,92.815
תפ_18327-09-22,תפ_19759-07-21,weapon,94.40628
תפ_22588-03-22,תפ_59004-08-23,weapon,95.79469
תפ_35571-06-24,תפ_45195-11-20,drugs,94.99347
תפ_55670-06-17,תפח_16644-04-16,weapon,93.43366
תפ_15387-01-21,תפ_16161-04-21,weapon,92.417694
תפ_16520-01-18,תפ_6153-02-21,weapon,91.69262
תפ_30197-04-17,תפ_47757-02-18,drugs,94.110016
תפ_686-05-21,תפ_73906-12-20,drugs,97.09613
תפ_35106-03-18,תפ_49734-12-22,weapon,91.797
תפ_22971-02-22,תפ_8542-11-21,weapon,92.25717
תפ_10896-06-20,תפ_39183-11-13,weapon,93.791756
תפ_19908-10-21,תפ_37083-11-14,weapon,91.82742
תפ_11220-12-18,תפ_49244-01-22,drugs,95.14205
תפ_13154-01-18,תפ_5037-10-16,weapon,92.10511
תפ_13270-02-20,תפ_41830-12-21,weapon,92.75919
תפ_37104-06-22,תפ_73275-01-23,weapon,94.21966
תפ_16760-09-22,תפ_17030-02-22,weapon,94.76822
תפ_27103-01-18,תפ_65292-07-23,drugs,92.91689
תפ_5000-12,תפ_69158-11-16,weapon,95.59413
ת_פ_24817-06-10,תפ_57498-03-19,weapon,93.94331
תפ_14115-07-19,תפ_38687-04-20,weapon,96.981895
תפ_22417-12-21,תפ_26549-09-21,weapon,93.92348
תפ_56762-03-21,תפח_56363-07-20,weapon,88.90715
תפ_12411-02-21,תפ_61841-07-22,weapon,93.51412
תפ_33928-09-12,תפ_59422-07-14,weapon,90.15106
תפ_35512-06-17,תפ_50148-01-14,weapon,85.37836
תפ_28480-03-20,תפ_4719-02-23,drugs,92.836716
תפ_18557-10-21,תפ_26210-11-21,weapon,95.359634
תפ_30575-03-20,תפ_5085-07-17,weapon,95.35061
תפ_18203-04-19,תפ_7420-05-19,drugs,95.6836
תפ_4795-12-17,תפ_51306-12-18,weapon,90.087006
תפ_14044-03-20,תפ_37047-07-20,weapon,92.93119
תפ_12376-04-20,תפ_20477-02-20,weapon,92.86266
תפ_6659-02-21,תפ_7027-07-19,drugs,93.17612
תפ_30015-07-16,תפ_3986-06-22,weapon,93.24115
תפ_34737-09-21,תפ_49344-11-23,weapon,93.52421
תפ_35695-12-15,תפ_57474-07-15,weapon,94.61845
תפ_42324-09-20,תפ_70062-03-23,weapon,90.55596
תפ_15376-06-13,תפ_50330-07-18,weapon,92.01092
תפ_24302-05-16,תפ_7053-03-21,weapon,94.29601
תפ_21284-10-19,תפ_2330-02-20,drugs,95.38243
תפ_26478-04-22,תפ_3013-04-18,weapon,94.59525
תפ_33666-05-15,תפ_54036-06-19,drugs,88.39094
תפ_13048-04-21,תפ_43394-11-19,drugs,96.36357
תפ_19393-03-17,תפ_27103-01-18,drugs,94.893074
תפ_49212-08-19,תפ_5037-10-16,weapon,89.95164
תפ_15744-02-20,תפ_40932-03-18,weapon,91.66019
תפ_48983-06-18,תפ_49932-08-21,drugs,93.69993
תפ_51971-12-21,תפ_69158-11-16,weapon,92.17805
תפ_20451-09-20,תפ_44381-05-20,weapon,94.4928
תפ_34027-04-18,תפ_34694-09-21,weapon,92.93662
תפ_1106-03-18,תפ_5085-07-17,weapon,94.113594
תפ_10316-06-13,תפ_32817-12-14,drugs,93.88119
תפ_34792-10-18,תפ_35074-05-17,drugs,95.45493
תפ_3531-12-13,תפ_61452-02-16,weapon,94.01535
תפ_46737-07-22,תפ_52390-06-19,weapon,92.43982
תפ_10347-10-23,תפ_24044-06-22,weapon,91.353
תפ_1410-03-24,תפ_7089-08-23,weapon,92.410355
תפ_34197-11-21,תפ_7867-04-22,drugs,97.97193
תפ_17655-10-22,תפ_52790-03-18,weapon,91.38124
תפ_34027-04-18,תפ_50998-03-23,weapon,96.69377
תפ_38303-12-13,תפ_983-05-15,weapon,90.42991
תפ_34561-01-23,תפ_8444-04-23,drugs,89.78915
תפ_4488-05-22,תפ_9851-11-21,drugs,94.211044
תפ_3742-07-18,תפ_9264-02-21,weapon,93.60048
תפ_11104-07-19,תפ_46930-03-22,weapon,93.98002
תפ_31249-06-14,תפ_3295-04-18,weapon,93.475494
תפ_24822-01-21,תפ_45597-05-15,weapon,92.26895
תפ_40983-10-20,תפ_8188-06-23,weapon,93.01138
תפ_52964-03-22,תפ_6852-03-21,weapon,95.64334
תפ_19821-02-17,תפ_46550-12-16,weapon,91.34363
תפ_17655-10-22,תפ_50474-09-22,weapon,92.113
תפ_21296-11-14,תפ_39998-08-15,weapon,91.821594
תפ_11843-03-20,תפ_39998-08-15,weapon,93.64282
תפ_395-05-17,תפ_6832-11-23,weapon,94.00867
תפ_31218-10-14,תפ_6904-12-14,weapon,93.80157
תפ_39034-01-18,תפ_50860-02-20,drugs,94.307945
תפ_35488-11-23,תפח_51122-01-13,weapon,91.63982
תפ_39183-11-13,תפ_44620-01-22,weapon,93.78671
תפ_44540-10-20,תפ_6997-06-18,drugs,94.87759
תפ_14115-07-19,תפ_67356-12-21,weapon,94.57812
תפ_28991-04-22,תפ_41754-05-22,weapon,93.36291
תפ_23142-09-14,תפ_53127-06-16,drugs,92.62475
תפ_1589-02-16,תפ_28889-07-14,weapon,91.96803
תפ_27277-01-15,תפ_52000-02-15,weapon,88.6125
תפ_2211-11-19,תפ_45055-01-22,drugs,92.58782
תפ_28715-03-22,תפ_33337-07-23,weapon,93.279
תפ_31425-08-20,תפ_69278-05-18,drugs,93.15094
תפ_37083-11-14,תפ_57267-09-20,weapon,93.51558
תפ_13154-01-18,תפ_24215-06-13,weapon,92.258316
תפ_4248-06-16,תפ_54432-02-17,weapon,93.552826
תפ_10205-08-21,תפ_58774-07-22,weapon,92.85503
תפ_13-05-32,תפ_14044-03-20,weapon,95.47641
תפ_2058-09-17,תפ_32581-06-20,weapon,92.40703
תפ_59488-11-21,תפ_59804-01-17,weapon,92.52342
תפ_34526-06-18,תפ_3742-07-18,weapon,93.317924
תפ_189-01-16,תפ_4795-12-17,weapon,90.50959
תפ_2058-09-17,תפ_68389-07-20,weapon,91.20076
תפ_29772-11-13,תפח_17033-01-22,weapon,92.058044
תפ_51523-10-17,תפ_52077-12-20,weapon,94.76092
תפ_39345-03-20,תפ_39998-08-15,weapon,93.28592
תפ_31216-01-22,תפ_33009-05-16,weapon,93.37458
תפ_14684-07-24,תפ_42581-06-21,weapon,90.985085
תפ_40011-04-14,תפ_58626-07-22,weapon,91.952774
תפ_24896-04-20,תפ_54879-08-16,weapon,94.03456
תפ_29947-07-23,תפ_51209-04-23,weapon,94.65361
תפ_13-05-32,תפ_6153-02-21,weapon,93.47099
תפ_19384-05-16,תפ_40313-09-15,weapon,92.08828
תפ_16760-09-22,תפ_45971-11-13,weapon,93.61354
תפ_7813-06-22,תפ_9632-08-23,weapon,93.362015
תפ_13177-04-21,תפ_56177-03-18,weapon,95.95169
תפ_31736-06-21,תפ_38574-12-18,drugs,87.95509
תפ_19759-07-21,תפ_7626-04-20,weapon,88.19948
תפ_33666-05-15,תפ_5911-11-16,drugs,87.08754
תפ_13153-08-15,תפ_45971-11-13,weapon,94.30575
תפ_12411-02-21,תפ_28787-04-22,weapon,94.3441
תפ_61820-08-21,תפח_52360-06-20,weapon,90.685715
תפ_34579-05-20,תפ_63084-07-21,weapon,94.825966
תפ_28736-03-20,תפ_33541-02-20,drugs,93.169365
תפ_26839-11-16,תפ_46786-01-23,drugs,91.13839
תפ_17137-11-21,תפ_66542-05-20,weapon,95.00615
תפ_38303-12-13,תפ_4102-11-20,weapon,92.93008
תפ_5275-07-21,תפ_57283-05-21,weapon,93.53123
תפ_14115-07-19,תפ_41967-08-17,weapon,94.026085
תפ_16779-09-22,תפ_43844-05-15,weapon,93.47749
תפ_14553-12-23,תפ_53373-04-13,drugs,95.28738
תפ_15392-04-17,תפ_18203-04-19,drugs,94.106064
תפ_41522-05-18,תפ_56739-09-20,weapon,94.555275
תפ_10171-06-22,תפ_28845-04-22,weapon,91.78529
תפ_46250-11-21,תפ_70062-03-23,weapon,93.92666
תפ_1127-05-20,תפ_26792-04-16,drugs,94.057976
תפ_62794-11-21,תפ_7027-07-19,drugs,82.71844
תפ_2330-02-20,תפ_40650-03-22,drugs,95.01811
תפ_33183-03-18,תפ_44601-05-14,drugs,93.42238
תפ_26032-04-14,תפ_52165-12-17,drugs,90.461174
תפ_28148-07-20,תפ_45971-11-13,weapon,94.18281
תפ_42324-09-20,תפ_64303-01-22,weapon,95.46993
תפ_43471-12-22,תפ_55035-10-18,weapon,90.620766
תפ_17856-11-21,תפ_59812-02-16,weapon,92.69737
תפ_13471-01-22,תפ_22417-12-21,weapon,96.9906
תפ_2144-04-21,תפ_54337-05-21,weapon,93.184105
תפ_29620-01-23,תפ_38193-11-23,weapon,93.96192
תפ_12411-02-21,תפ_39500-07-20,weapon,93.3546
תפ_37386-11-13,תפ_50487-06-22,weapon,89.723206
תפ_43525-01-21,תפ_5496-11-20,drugs,94.635025
תפ_13153-08-15,תפ_54607-07-19,weapon,93.645096
תפ_30433-06-22,תפ_61452-02-16,weapon,93.56278
תפ_1956-04-21,תפח_4633-09-16,weapon,92.06334
תפ_16779-09-22,תפ_52390-06-19,weapon,92.67049
תפ_17707-04-14,תפ_25639-03-21,weapon,93.95552
תפ_47304-02-18,תפ_67473-10-21,drugs,94.2062
תפ_28845-04-22,תפ_41952-02-22,weapon,93.63004
תפ_40450-09-15,תפ_66542-05-20,weapon,92.30927
תפ_45971-11-13,תפ_6904-12-14,weapon,93.43597
תפ_21471-09-22,תפ_45055-01-22,drugs,92.18742
תפ_48978-07-21,תפ_53496-03-18,weapon,92.180565
תפ_29772-11-13,תפ_40922-11-15,weapon,91.36969
תפ_42164-10-19,תפ_47304-02-18,drugs,95.57525
תפ_12213-10-16,תפ_66542-05-20,weapon,93.575615
תפ_14786-08-19,תפ_16541-01-21,weapon,96.01272
תפ_31034-06-17,תפ_42991-05-16,weapon,93.800644
תפ_40999-01-21,תפח_24510-09-15,weapon,88.73892
תפ_10393-03-21,תפ_39647-01-20,drugs,84.04183
תפ_4459-03-24,תפ_522-05-17,weapon,92.05405
תפ_21991-04-20,תפ_49376-01-24,drugs,91.58602
תפ_39808-05-23,תפ_8008-07-19,weapon,93.33821
תפ_52000-02-15,תפ_57498-03-19,weapon,87.88938
תפ_19384-05-16,תפ_51306-12-18,weapon,95.31101
תפ_20477-02-20,תפ_3742-07-18,weapon,91.191284
תפ_15710-09-21,תפ_35488-11-23,weapon,92.220795
תפ_45971-11-13,תפ_51306-12-18,weapon,92.93027
תפ_18957-11-20,תפ_34027-04-18,weapon,92.316025
תפ_34526-06-18,תפ_35979-08-19,weapon,94.85826
תפ_44620-01-22,תפ_59464-09-23,weapon,93.16539
תפ_32339-12-19,תפ_64689-11-15,weapon,92.3201
תפ_26210-11-21,תפ_40983-10-20,weapon,93.00295
תפ_54460-03-21,תפ_61158-05-20,weapon,96.085495
תפ_51306-12-18,תפ_59812-02-16,weapon,91.382996
תפ_3068-11-15,תפ_68529-11-21,weapon,91.6075
תפ_63100-02-24,תפ_66893-12-21,weapon,95.110825
תפ_24044-06-22,תפ_54719-09-20,weapon,93.45513
תפ_12130-05-22,תפ_35568-01-23,drugs,86.89003
תפ_39183-11-13,תפח_27955-05-10,weapon,93.71808
תפ_12406-11-15,תפ_40932-03-18,weapon,91.77623
תפ_3295-04-18,תפ_4411-07-19,weapon,92.28668
תפ_10316-06-13,תפ_41189-09-15,drugs,95.69301
תפ_19759-07-21,תפ_54083-05-20,weapon,93.92771
תפ_50487-06-22,תפ_57474-07-15,weapon,93.27529
תפ_6659-02-21,תפ_8633-04-15,drugs,92.697075
תפ_40082-02-22,תפ_5779-09-21,weapon,96.08803
תפ_39345-03-20,תפ_43597-08-21,weapon,93.19265
תפ_30433-06-22,תפח_866-07-14,weapon,90.40162
תפ_14553-12-23,תפ_44422-01-17,drugs,93.72658
תפ_53127-06-16,תפ_5775-02-18,drugs,93.10616
תפ_1294-04-22,תפ_52479-01-18,weapon,92.486855
תפ_51607-08-21,תפ_7089-08-23,weapon,94.05998
תפ_18210-05-23,תפ_19759-07-21,weapon,92.648895
תפ_20425-02-20,תפ_61158-05-20,weapon,92.93508
תפ_11220-12-18,תפ_47757-02-18,drugs,96.10233
תפ_19830-10-20,תפ_41688-08-17,drugs,93.60802
תפ_28787-04-22,תפ_35396-04-22,weapon,93.70958
תפ_22338-06-09,תפ_56149-01-15,weapon,90.636185
תפ_41276-06-17,תפ_49734-12-22,weapon,91.37498
תפ_10938-11-23,תפ_24044-06-22,weapon,92.54683
תפ_21813-09-16,תפ_3013-04-18,weapon,95.88559
תפח_17033-01-22,תפח_17865-11-21,weapon,91.227104
תפ_46108-06-20,תפ_63155-05-23,weapon,94.866425
תפ_13270-02-20,תפ_24044-06-22,weapon,92.27326
תפ_13236-03-18,תפ_40650-03-22,drugs,95.22731
תפ_12143-06-20,תפ_36831-09-13,drugs,92.45973
תפ_58774-07-22,תפח_53498-02-20,weapon,94.801155
תפ_12672-11-21,תפ_3593-09-21,drugs,96.92834
תפ_25835-05-18,תפ_39259-05-22,drugs,94.76559
תפ_36422-07-13,תפ_57425-01-22,drugs,91.35888
תפ_43794-10-18,תפ_59888-08-22,drugs,92.02909
תפ_1118-10-18,תפח_30145-08-13,weapon,92.761505
תפ_50556-08-17,תפ_5085-07-17,weapon,94.877144
תפ_23537-02-14,תפ_32227-11-20,weapon,93.54018
תפ_33337-07-23,תפ_68529-11-21,weapon,93.4232
תפ_46250-11-21,תפ_60429-12-21,weapon,95.84208
תפ_16958-01-14,תפ_4435-07-19,drugs,96.98134
תפ_2144-04-21,תפ_40898-11-19,weapon,95.427185
תפ_2058-09-17,תפח_34802-06-19,weapon,93.12776
תפ_53669-03-22,תפח_52360-06-20,weapon,93.03711
תפ_44620-01-22,תפ_7626-04-20,weapon,87.66066
תפ_31249-06-14,תפ_41242-02-17,weapon,91.77157
תפ_2058-09-17,תפ_70166-03-23,weapon,91.667534
תפ_13153-08-15,תפ_19019-10-16,weapon,89.07319
תפ_10316-06-13,תפ_38531-11-18,drugs,94.63727
תפ_48281-08-18,תפ_65884-10-13,drugs,85.48138
תפ_52000-02-15,תפ_52479-01-18,weapon,89.70245
תפ_27625-02-21,תפ_8254-02-20,weapon,94.36346
תפ_182-11-12,תפ_63355-02-23,weapon,93.87715
תפ_32339-12-19,תפ_3772-01-16,weapon,94.75298
תפ_10316-06-13,תפ_50860-02-20,drugs,92.69565
תפ_31842-04-21,תפ_53669-03-22,weapon,87.43771
תפ_48512-04-15,תפ_5341-07-19,drugs,96.054825
תפ_16779-09-22,תפ_41242-02-17,weapon,92.4398
תפ_16540-08-21,תפ_27103-01-18,drugs,94.13237
תפ_4459-03-24,תפ_9355-10-19,weapon,94.6914
תפ_3526-04-21,תפ_35798-12-16,drugs,92.34692
תפ_28148-07-20,תפ_53715-12-15,weapon,91.915726
תפ_18557-10-21,תפ_25624-03-22,weapon,94.84888
תפ_45965-07-16,תפ_4795-12-17,weapon,89.54674
תפ_4102-11-20,תפ_56149-01-15,weapon,93.98389
תפ_52479-01-18,תפ_57474-07-15,weapon,95.749626
תפ_1106-03-18,תפ_35007-04-13,weapon,93.40011
תפ_553-06-14,תפ_63505-01-17,weapon,93.21939
תפ_2077-10-23,תפ_30003-03-22,weapon,92.226715
תפ_1294-04-22,תפ_20477-02-20,weapon,94.12672
תפ_30433-06-22,תפ_39500-07-20,weapon,94.911674
תפ_14373-03-22,תפ_522-05-17,weapon,91.55089
תפ_41599-03-22,תפ_59464-09-23,weapon,92.57925
תפ_1580-11-23,תפ_40082-02-22,weapon,93.94914
תפ_4248-06-16,תפ_51199-04-23,weapon,93.21901
תפ_13048-04-21,תפ_4488-05-22,drugs,93.70512
תפ_70546-07-17,תפ_8123-04-14,drugs,95.22763
תפ_14684-07-24,תפ_40983-10-20,weapon,95.14181
תפ_31276-05-19,תפ_3667-07-15,drugs,91.148155
תפ_20477-02-20,תפ_37104-06-22,weapon,94.01716
תפ_42697-05-18,תפ_59422-07-14,weapon,91.5012
תפ_44862-06-20,תפ_59967-01-13,weapon,92.62861
תפ_49244-01-22,תפ_62794-11-21,drugs,84.18889
תפ_18957-11-20,תפ_35431-03-21,weapon,94.90321
תא_40004-08-18,תפ_46786-01-23,drugs,93.96429
תפ_25934-06-19,תפ_60454-06-16,drugs,93.05883
תפ_395-05-17,תפ_52789-09-22,weapon,91.22462
תפ_21503-07-23,תפ_39034-01-18,drugs,94.32975
תפ_41600-02-21,תפח_31041-04-13,weapon,91.19707
תפ_17856-06-17,תפ_41052-11-19,weapon,93.50766
תפ_27625-02-21,תפ_39345-03-20,weapon,91.47211
תפ_33337-07-23,תפ_61841-07-22,weapon,92.196594
תפ_28736-03-20,תפ_60101-01-17,drugs,94.28689
תפ_40650-03-22,תפ_50970-11-21,drugs,93.68806
תפ_13-05-32,תפ_50474-09-22,weapon,91.1967
תפ_20307-05-20,תפ_65958-12-15,weapon,95.21153
תפ_12194-06-23,תפ_27417-07-23,drugs,94.15914
תפ_31216-01-22,תפ_47276-02-22,weapon,93.33509
תפ_19759-07-21,תפ_40450-09-15,weapon,92.2691
תפ_25639-03-21,תפ_3295-04-18,weapon,94.18408
תפ_34630-12-21,תפ_61158-05-20,weapon,93.22708
תפ_17137-11-21,תפ_46930-03-22,weapon,94.31959
תפ_6904-12-14,תפ_7735-04-19,weapon,92.971634
תפ_28844-03-22,תפ_45965-07-16,weapon,92.01366
תפ_10108-11-21,תפ_3766-09-21,drugs,92.97263
תפ_33024-01-18,תפ_6997-06-18,drugs,86.16034
תפ_27277-01-15,תפ_66310-07-17,weapon,94.364944
תפ_54132-03-21,תפ_58511-01-20,weapon,92.73422
תפ_3818-01-24,תפ_4435-07-19,drugs,95.64339
תפ_31334-11-15,תפח_30145-08-13,weapon,92.00659
תפ_14963-02-23,תפ_21384-01-23,drugs,97.9468
תפ_44129-09-19,תפ_8203-05-23,drugs,84.15008
תפ_23872-02-19,תפ_3531-12-13,weapon,91.85059
תפ_38687-04-20,תפ_51088-03-21,weapon,91.21388
תפ_17677-04-17,תפ_40650-03-22,drugs,93.01923
תפ_28931-09-20,תפ_30009-08-23,drugs,93.70669
תפ_14115-07-19,תפ_34694-09-21,weapon,94.6873
תפ_34694-09-21,תפ_4102-11-20,weapon,94.710625
תפ_17655-10-22,תפ_4459-03-24,weapon,94.45153
תפ_51797-01-21,תפ_6970-05-22,drugs,87.28257
תפ_50809-07-17,תפ_52848-09-22,weapon,92.538795
תפ_3986-06-22,תפ_7109-02-21,weapon,90.69028
תפ_31842-04-21,תפ_48978-07-21,weapon,89.54608
תפ_37386-11-13,תפ_43597-08-21,weapon,91.13231
תפ_28544-01-21,תפ_45012-03-20,drugs,98.1649
תפ_52848-09-22,תפ_60429-12-21,weapon,91.84359
תפ_48057-03-21,תפ_57965-03-15,weapon,91.62008
תפ_12233-08-12,תפ_34027-04-18,weapon,90.81946
תפ_19835-04-13,תפ_3013-04-18,weapon,92.01432
תפ_1178-06-21,תפ_30003-03-22,weapon,92.80296
תפ_46267-08-23,תפ_69941-03-23,weapon,94.76211
תפ_41950-02-19,תפ_60803-01-19,drugs,91.52671
תפ_17707-04-14,תפ_18957-11-20,weapon,92.22185
תפ_39500-07-20,תפ_70062-03-23,weapon,91.96142
תפ_54879-08-16,תפ_58511-01-20,weapon,95.26631
תפ_28991-04-22,תפח_17033-01-22,weapon,93.145615
תפ_522-05-17,תפ_6514-03-23,weapon,95.63074
תפ_14885-06-24,תפח_47805-04-13,weapon,90.253395
תפ_40922-11-15,תפ_46108-06-20,weapon,92.221664
תפ_11734-06-22,תפ_69941-03-23,weapon,90.969315
תפ_41276-06-17,תפ_46550-12-16,weapon,92.67171
תפ_37083-11-14,תפ_63505-01-17,weapon,90.36856
תפ_13153-08-15,תפ_7735-04-19,weapon,94.0216
תפ_16753-02-22,תפ_68096-11-21,weapon,93.312126
תפ_17766-12-20,תפ_24548-06-13,weapon,93.03103
תפ_26032-04-14,תפ_30197-04-17,drugs,92.27683
תפ_12213-10-16,תפ_46930-03-22,weapon,93.54895
תפ_2200-02-18,תפ_40484-05-16,drugs,95.19995
תפ_40082-02-22,תפ_6968-01-24,weapon,95.11658
תפ_35074-05-17,תפ_40892-01-24,drugs,94.460526
תפ_30678-02-22,תפ_59009-05-21,drugs,95.523766
תפ_17856-11-21,תפ_46250-11-21,weapon,95.46238
תפ_21459-01-16,תפ_35431-03-21,weapon,93.3313
תפ_1338-12-20,תפ_7420-05-19,drugs,92.83089
תפ_46108-06-20,תפ_66319-05-20,weapon,93.393814
תפ_50986-12-16,תפ_52789-09-22,weapon,90.32438
תפ_11789-12-16,תפ_51306-12-18,weapon,81.86195
תפ_27986-11-22,תפ_70166-03-23,weapon,93.99278
תפ_18397-02-16,תפ_6153-02-21,weapon,94.836334
תפ_21339-07-21,תפ_23443-04-21,drugs,93.86729
תפ_24215-06-13,תפ_34737-09-21,weapon,93.87485
תפ_21813-09-16,תפ_69640-10-18,weapon,93.427605
תפ_12761-11-15,תפ_17776-11-21,weapon,94.77578
תפ_4475-11-18,תפ_69980-11-20,weapon,92.964066
תפ_54272-09-14,תפח_31041-04-13,weapon,92.392426
תפ_17919-01-15,תפ_56149-01-15,weapon,92.2516
תפ_63505-01-17,תפ_950-09-17,weapon,90.837006
תפ_21813-09-16,תפ_66319-05-20,weapon,93.585526
תפ_27685-11-15,תפ_40898-11-19,weapon,91.34888
תפ_13142-02-15,תפ_40932-03-18,weapon,93.705414
תפ_19821-02-17,תפ_45971-11-13,weapon,92.38319
תפ_12411-02-21,תפ_31811-03-21,weapon,93.632866
תפ_21059-03-16,תפ_7696-05-20,drugs,84.29876
תפ_26565-12-20,תפ_41600-02-21,weapon,93.43917
תפ_24896-04-20,תפ_58511-01-20,weapon,93.61984
תפ_15209-10-23,תפ_18957-11-20,weapon,93.24879
תפ_12606-07-22,תפ_18912-06-23,weapon,91.63501
תפ_35473-12-21,תפח_53498-02-20,weapon,94.395706
תפ_10180-01-24,תפ_36287-01-22,weapon,93.97988
תפ_38368-09-21,תפ_47276-02-22,weapon,93.81188
תפ_39808-05-23,תפ_6904-12-14,weapon,91.615585
תפ_12376-04-20,תפ_42991-05-16,weapon,93.53584
תפ_19384-05-16,תפ_23537-02-14,weapon,92.963165
תפ_43245-08-20,תפ_59488-11-21,weapon,90.97759
תפ_28787-04-22,תפ_33337-07-23,weapon,94.15184
תפ_24350-06-23,תפ_68389-07-20,weapon,91.88047
תפ_10689-10-17,תפ_59970-03-19,drugs,85.10251
תפ_26417-03-17,תפ_30433-06-22,weapon,95.523026
תפ_14373-03-22,תפ_61841-07-22,weapon,91.057556
תפ_12109-06-15,תפ_50330-07-18,weapon,93.00132
תפ_46737-07-22,תפ_54432-02-17,weapon,93.11192
תפ_22971-02-22,תפ_6153-02-21,weapon,93.315346
תפ_4435-07-19,תפ_4460-04-18,drugs,96.48189
תפ_31935-12-21,תפ_72146-11-20,weapon,93.379944
תפ_40450-09-15,תפ_47284-06-18,weapon,92.36443
תפ_25631-03-22,תפ_59067-10-21,weapon,94.66484
תפ_19821-02-17,תפ_54607-07-19,weapon,92.22221
תפ_20068-10-22,תפ_7467-12-20,weapon,90.758835
תפ_39034-01-18,תפ_49244-01-22,drugs,94.80434
תפ_19019-10-16,תפ_57267-09-20,weapon,89.56139
תפ_3295-04-18,תפ_45965-07-16,weapon,92.04827
תפ_29529-07-20,תפ_72146-11-20,weapon,94.41589
תפ_4531-05-21,תפ_49344-11-23,weapon,93.49345
תפ_7089-08-23,תפ_73275-01-23,weapon,94.1271
תפ_54607-07-19,תפ_58916-11-22,weapon,90.96646
תפ_42324-09-20,תפ_4531-05-21,weapon,91.28819
תפ_28796-07-22,תפ_7813-06-22,weapon,91.671005
תפ_15744-02-20,תפ_17856-11-21,weapon,93.670166
תפ_13142-02-15,תפ_23513-03-14,weapon,89.836296
תפ_34630-12-21,תפ_44840-06-16,weapon,93.55109
תפ_11739-03-21,תפ_40650-03-22,drugs,94.85829
תפ_47348-11-21,תפ_69777-03-23,weapon,95.653
תפ_13373-10-23,תפ_49875-05-23,drugs,93.62629
תפ_49294-07-20,תפ_5000-12,weapon,95.17118
תפ_12743-08-22,תפ_59967-01-13,weapon,89.46556
תפ_3295-04-18,תפ_50487-06-22,weapon,93.39866
תפ_13373-10-23,תפ_26839-11-16,drugs,92.78589
תפ_27929-03-19,תפ_35431-03-21,weapon,91.666626
תפ_18689-01-17,תפ_6832-11-23,weapon,91.94165
תפ_12143-06-20,תפ_43794-10-18,drugs,92.982994
תפ_13301-07-18,תפ_6904-12-14,weapon,93.210915
תפ_13154-01-18,תפ_44620-01-22,weapon,92.7657
תפ_42197-05-22,תפ_69777-03-23,weapon,94.729355
תפ_1589-02-16,תפ_43338-05-16,weapon,93.8668
תפ_12143-06-20,תפ_2599-09-17,drugs,94.79162
תפ_17916-05-19,תפ_40932-03-18,weapon,92.37393
תפ_62794-11-21,תפ_65292-07-23,drugs,85.05107
תפ_33040-09-24,תפ_9228-05-21,drugs,94.4011
תפ_52964-03-22,תפ_63355-02-23,weapon,94.19691
תפ_41967-08-17,תפ_9179-04-16,weapon,94.18229
תפ_52479-01-18,תפ_59812-02-16,weapon,91.98604
תפ_24551-06-22,תפ_53517-08-15,drugs,93.97094
תפ_39500-07-20,תפ_58511-01-20,weapon,93.8335
תפ_3384-12-23,תפ_66893-12-21,weapon,94.36353
תפ_11104-07-19,תפ_18957-11-20,weapon,93.23307
תפ_1338-12-20,תפ_34108-01-23,drugs,91.363815
תפ_20197-01-22,תפ_52569-05-16,drugs,94.922325
תפ_30617-02-22,תפ_51209-04-23,weapon,93.922714
תפ_17707-04-14,תפ_66893-12-21,weapon,93.0206
תפ_21296-11-14,תפ_57914-10-13,weapon,93.49951
תפ_25631-03-22,תפ_46267-08-23,weapon,92.19543
תפ_25053-07-24,תפ_26552-06-23,weapon,92.700836
תפ_55664-02-14,תפ_66310-07-17,weapon,94.93188
תפ_52848-09-22,תפ_62452-10-20,weapon,91.18511
תפ_21536-06-20,תפ_59811-06-20,drugs,97.389084
תפ_16161-04-21,תפ_35843-03-22,weapon,96.04638
תפ_32775-09-23,תפ_46267-08-23,weapon,90.99844
תפ_18689-01-17,תפ_23872-02-19,weapon,93.47156
תפ_3742-07-18,תפ_66542-05-20,weapon,93.0132
תפ_29947-07-23,תפ_38193-11-23,weapon,91.92307
תפ_35186-03-18,תפ_61158-05-20,weapon,93.04747
תפ_5151-10-19,תפ_60792-07-18,weapon,94.440994
תפ_41762-12-20,תפ_61841-07-22,weapon,94.706436
תפ_36698-12-18,תפ_41276-06-17,weapon,93.87968
