domain,rep,model,task,F1,Precision,Recall,F1_CV,Precision_CV,Recall_CV,AP_PR
weapon,GPT-Schema,gpt5mini,1,0.8201438848920863,0.7702702702702703,0.8769230769230769,0.7933884297520661,0.8571428571428571,0.7384615384615385,0.9113247097838054
weapon,GPT-Schema,gpt52,0,0.759493670886076,0.9090909090909091,0.6521739130434783,0.759493670886076,0.9090909090909091,0.6521739130434783,0.8366332455732693
weapon,GPT-Schema,gpt52,1,0.8099173553719008,0.875,0.7538461538461538,0.78125,0.7936507936507936,0.7692307692307693,0.893043283581053
weapon,GPT-Schema,gpt51_thinking,0,0.7766990291262136,0.7017543859649122,0.8695652173913043,0.7450980392156863,0.6785714285714286,0.8260869565217391,0.8618401866068407
weapon,GPT-Schema,gpt51_thinking,1,0.8217054263565892,0.828125,0.8153846153846154,0.8125,0.8253968253968254,0.8,0.9123258136250731
weapon,GPT-Schema,claude_sonnet_4_6,0,0.8041237113402062,0.7647058823529411,0.8478260869565217,0.7647058823529411,0.6964285714285714,0.8478260869565217,0.8729324562284609
weapon,GPT-Schema,claude_sonnet_4_6,1,0.8571428571428571,0.8382352941176471,0.8769230769230769,0.8571428571428571,0.8382352941176471,0.8769230769230769,0.9254066830385856
weapon,GPT-Schema,gemini_25_pro,0,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7840557586024159
weapon,GPT-Schema,gemini_25_pro,1,0.8251748251748252,0.7564102564102564,0.9076923076923077,0.8251748251748252,0.7564102564102564,0.9076923076923077,0.8848130904654582
weapon,GPT-Schema,gemini_3_flash,0,0.8,0.8181818181818182,0.782608695652174,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8532723373108773
weapon,GPT-Schema,gemini_3_flash,1,0.8396946564885496,0.8333333333333334,0.8461538461538461,0.7903225806451613,0.8305084745762712,0.7538461538461538,0.922761910518934
weapon,GPT-Schema,gemma3_27b,0,0.6885245901639344,0.5526315789473685,0.9130434782608695,0.6666666666666666,0.5405405405405406,0.8695652173913043,0.676002355234588
weapon,GPT-Schema,gemma3_27b,1,0.7943262411347518,0.7368421052631579,0.8615384615384616,0.7832167832167832,0.717948717948718,0.8615384615384616,0.7783424856840135
weapon,GPT-Schema,gemma4_31b_or,0,0.7894736842105263,0.6617647058823529,0.9782608695652174,0.7358490566037735,0.65,0.8478260869565217,0.8633680836513249
weapon,GPT-Schema,gemma4_31b_or,1,0.8872180451127819,0.8676470588235294,0.9076923076923077,0.8872180451127819,0.8676470588235294,0.9076923076923077,0.9161017718821354
weapon,GPT-Schema,llama3_70b,0,0.6842105263157895,0.5571428571428572,0.8863636363636364,0.6724137931034483,0.5416666666666666,0.8863636363636364,0.6559123180928341
weapon,GPT-Schema,llama3_70b,1,0.7638888888888888,0.6790123456790124,0.873015873015873,0.7248322147651006,0.627906976744186,0.8571428571428571,0.7333492898332388
weapon,GPT-Schema,qwen3_vl_235b_or,0,0.7346938775510204,0.6923076923076923,0.782608695652174,0.7346938775510204,0.6923076923076923,0.782608695652174,0.7736585112805049
weapon,GPT-Schema,qwen3_vl_235b_or,1,0.8029197080291971,0.7638888888888888,0.8461538461538461,0.7941176470588235,0.7605633802816901,0.8307692307692308,0.8839779221072739
weapon,GPT-Free,gpt4,0,0.7526881720430108,0.7446808510638298,0.7608695652173914,0.7070707070707071,0.660377358490566,0.7608695652173914,0.7358536669454291
weapon,GPT-Free,gpt4,1,0.8148148148148148,0.7857142857142857,0.8461538461538461,0.8029197080291971,0.7638888888888888,0.8461538461538461,0.8635003964578523
weapon,GPT-Free,gpt5mini,0,0.7676767676767676,0.7169811320754716,0.8260869565217391,0.7422680412371134,0.7058823529411765,0.782608695652174,0.7659562367661332
weapon,GPT-Free,gpt5mini,1,0.796875,0.8095238095238095,0.7846153846153846,0.7874015748031497,0.8064516129032258,0.7692307692307693,0.8682338868567689
weapon,GPT-Free,gpt52,0,0.7326732673267327,0.6727272727272727,0.8043478260869565,0.7010309278350515,0.6666666666666666,0.7391304347826086,0.7862363986722191
weapon,GPT-Free,gpt52,1,0.8217054263565892,0.828125,0.8153846153846154,0.8217054263565892,0.828125,0.8153846153846154,0.8970446443238442
weapon,GPT-Free,gpt51_thinking,0,0.7407407407407407,0.8571428571428571,0.6521739130434783,0.6875,0.66,0.717391304347826,0.7751576897742721
weapon,GPT-Free,gpt51_thinking,1,0.835820895522388,0.8115942028985508,0.8615384615384616,0.8,0.8,0.8,0.9028501738172903
weapon,GPT-Free,claude_sonnet_4_6,0,0.7741935483870968,0.7659574468085106,0.782608695652174,0.74,0.6851851851851852,0.8043478260869565,0.770133445860802
weapon,GPT-Free,claude_sonnet_4_6,1,0.8333333333333334,0.8208955223880597,0.8461538461538461,0.8062015503875969,0.8125,0.8,0.8984036226577499
weapon,GPT-Free,gemini_25_pro,0,0.7238095238095238,0.6440677966101694,0.8260869565217391,0.6972477064220184,0.6031746031746031,0.8260869565217391,0.7427690534551727
weapon,GPT-Free,gemini_25_pro,1,0.8148148148148148,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.7857142857142857,0.8461538461538461,0.8406357777043751
weapon,GPT-Free,gemini_3_flash,0,0.75,0.72,0.782608695652174,0.673469387755102,0.6346153846153846,0.717391304347826,0.781518588905674
weapon,GPT-Free,gemini_3_flash,1,0.8208955223880597,0.7971014492753623,0.8461538461538461,0.7846153846153846,0.7846153846153846,0.7846153846153846,0.894413285599315
weapon,GPT-Free,gemma3_27b,0,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6597938144329897,0.6274509803921569,0.6956521739130435,0.6301375030374655
weapon,GPT-Free,gemma3_27b,1,0.7777777777777778,0.8032786885245902,0.7538461538461538,0.7407407407407407,0.7142857142857143,0.7692307692307693,0.8326015340299548
weapon,GPT-Free,gemma4_31b_or,0,0.7755102040816326,0.7307692307692307,0.8260869565217391,0.7755102040816326,0.7307692307692307,0.8260869565217391,0.7363129316599396
weapon,GPT-Free,gemma4_31b_or,1,0.8244274809160306,0.8181818181818182,0.8307692307692308,0.7846153846153846,0.7846153846153846,0.7846153846153846,0.8859502121738663
weapon,GPT-Free,llama3_70b,0,0.6666666666666666,0.6818181818181818,0.6521739130434783,0.6666666666666666,0.6818181818181818,0.6521739130434783,0.6109070878064996
weapon,GPT-Free,llama3_70b,1,0.7469879518072289,0.6138613861386139,0.9538461538461539,0.7169811320754716,0.6063829787234043,0.8769230769230769,0.7917248056593247
weapon,GPT-Free,qwen3_vl_235b_or,0,0.7160493827160493,0.8285714285714286,0.6304347826086957,0.6744186046511628,0.725,0.6304347826086957,0.7271281149724141
weapon,GPT-Free,qwen3_vl_235b_or,1,0.7833333333333333,0.8545454545454545,0.7230769230769231,0.773109243697479,0.8518518518518519,0.7076923076923077,0.8299969023858449
weapon,GPT-Law,gpt4,0,0.7346938775510204,0.6923076923076923,0.782608695652174,0.6597938144329897,0.6274509803921569,0.6956521739130435,0.7500792385691046
weapon,GPT-Law,gpt4,1,0.796875,0.8095238095238095,0.7846153846153846,0.7407407407407407,0.7142857142857143,0.7692307692307693,0.8582962052712058
weapon,GPT-Law,gpt5mini,0,0.7878787878787878,0.7358490566037735,0.8478260869565217,0.7608695652173914,0.7608695652173914,0.7608695652173914,0.7306813929128619
weapon,GPT-Law,gpt5mini,1,0.8396946564885496,0.8333333333333334,0.8461538461538461,0.8120300751879699,0.7941176470588235,0.8307692307692308,0.8768547354098274
weapon,GPT-Law,gpt52,0,0.7619047619047619,0.6779661016949152,0.8695652173913043,0.7326732673267327,0.6727272727272727,0.8043478260869565,0.765816628458358
weapon,GPT-Law,gpt52,1,0.8137931034482758,0.7375,0.9076923076923077,0.7794117647058824,0.7464788732394366,0.8153846153846154,0.8785461690960978
weapon,GPT-Law,gpt51_thinking,0,0.7789473684210526,0.7551020408163265,0.8043478260869565,0.7659574468085106,0.75,0.782608695652174,0.786197018749673
weapon,GPT-Law,gpt51_thinking,1,0.8333333333333334,0.8208955223880597,0.8461538461538461,0.803030303030303,0.7910447761194029,0.8153846153846154,0.8883003660151911
weapon,GPT-Law,claude_sonnet_4_6,0,0.7522935779816514,0.6507936507936508,0.8913043478260869,0.7115384615384616,0.6379310344827587,0.8043478260869565,0.8166476693073632
weapon,GPT-Law,claude_sonnet_4_6,1,0.8296296296296296,0.8,0.8615384615384616,0.8091603053435115,0.803030303030303,0.8153846153846154,0.884596924738478
weapon,GPT-Law,gemini_25_pro,0,0.7256637168141593,0.6119402985074627,0.8913043478260869,0.7256637168141593,0.6119402985074627,0.8913043478260869,0.74718076841682
weapon,GPT-Law,gemini_25_pro,1,0.8181818181818182,0.8059701492537313,0.8307692307692308,0.8181818181818182,0.8059701492537313,0.8307692307692308,0.8354011824855938
weapon,GPT-Law,gemini_3_flash,0,0.7526881720430108,0.7446808510638298,0.7608695652173914,0.7526881720430108,0.7446808510638298,0.7608695652173914,0.7082937807395215
weapon,GPT-Law,gemini_3_flash,1,0.7936507936507936,0.819672131147541,0.7692307692307693,0.78125,0.7936507936507936,0.7692307692307693,0.8656163826922376
weapon,GPT-Law,gemma3_27b,0,0.7,0.6481481481481481,0.7608695652173914,0.6728971962616822,0.5901639344262295,0.782608695652174,0.6548905923437408
weapon,GPT-Law,gemma3_27b,1,0.8057553956834532,0.7567567567567568,0.8615384615384616,0.7943262411347518,0.7368421052631579,0.8615384615384616,0.8044676652435272
weapon,GPT-Law,gemma4_31b_or,0,0.7592592592592593,0.6612903225806451,0.8913043478260869,0.7592592592592593,0.6612903225806451,0.8913043478260869,0.7840930526017046
weapon,GPT-Law,gemma4_31b_or,1,0.8188976377952756,0.8387096774193549,0.8,0.7938931297709924,0.7878787878787878,0.8,0.8663683622536982
weapon,GPT-Law,llama3_70b,0,0.6349206349206349,0.5,0.8695652173913043,0.6129032258064516,0.48717948717948717,0.8260869565217391,0.6050589197668172
weapon,GPT-Law,llama3_70b,1,0.7808219178082192,0.7037037037037037,0.8769230769230769,0.7724137931034483,0.7,0.8615384615384616,0.7453894687587286
weapon,GPT-Law,qwen3_vl_235b_or,0,0.703125,0.5487804878048781,0.9782608695652174,0.6829268292682927,0.5454545454545454,0.9130434782608695,0.715392999330356
weapon,GPT-Law,qwen3_vl_235b_or,1,0.8163265306122449,0.7317073170731707,0.9230769230769231,0.8163265306122449,0.7317073170731707,0.9230769230769231,0.8117801135977866
weapon,Raw-Facts,gpt4,0,0.7628865979381443,0.7254901960784313,0.8043478260869565,0.72,0.6666666666666666,0.782608695652174,0.761011675653746
weapon,Raw-Facts,gpt4,1,0.796875,0.8095238095238095,0.7846153846153846,0.7666666666666667,0.8363636363636363,0.7076923076923077,0.8643575986295337
weapon,Raw-Facts,gpt5mini,0,0.7272727272727273,0.6792452830188679,0.782608695652174,0.7021276595744681,0.6875,0.717391304347826,0.7725575654030921
weapon,Raw-Facts,gpt5mini,1,0.7659574468085106,0.7105263157894737,0.8307692307692308,0.7050359712230215,0.6621621621621622,0.7538461538461538,0.8119768451430724
weapon,Raw-Facts,gpt52,0,0.7727272727272727,0.8095238095238095,0.7391304347826086,0.7586206896551724,0.8048780487804879,0.717391304347826,0.7995871970963272
weapon,Raw-Facts,gpt52,1,0.8055555555555556,0.7341772151898734,0.8923076923076924,0.7887323943661971,0.7272727272727273,0.8615384615384616,0.8748278686539472
weapon,Raw-Facts,gpt51_thinking,0,0.7368421052631579,0.7142857142857143,0.7608695652173914,0.693069306930693,0.6363636363636364,0.7608695652173914,0.7243205848215597
weapon,Raw-Facts,gpt51_thinking,1,0.8137931034482758,0.7375,0.9076923076923077,0.8137931034482758,0.7375,0.9076923076923077,0.8483316320914294
weapon,Raw-Facts,claude_sonnet_4_6,0,0.7524752475247525,0.6909090909090909,0.8260869565217391,0.6868686868686869,0.6415094339622641,0.7391304347826086,0.775434344152642
weapon,Raw-Facts,claude_sonnet_4_6,1,0.8421052631578947,0.8235294117647058,0.8615384615384616,0.8421052631578947,0.8235294117647058,0.8615384615384616,0.8947333079700746
weapon,Raw-Facts,gemini_25_pro,0,0.7209302325581395,0.775,0.6739130434782609,0.6987951807228916,0.7837837837837838,0.6304347826086957,0.7152318902910166
weapon,Raw-Facts,gemini_25_pro,1,0.7938931297709924,0.7878787878787878,0.8,0.7938931297709924,0.7878787878787878,0.8,0.8315031656786191
weapon,Raw-Facts,gemini_3_flash,0,0.7722772277227723,0.7090909090909091,0.8478260869565217,0.7428571428571429,0.6610169491525424,0.8478260869565217,0.7195430818648665
weapon,Raw-Facts,gemini_3_flash,1,0.816,0.85,0.7846153846153846,0.7518796992481203,0.7352941176470589,0.7692307692307693,0.8459385392795717
weapon,Raw-Facts,gemma3_27b,0,0.7706422018348624,0.6666666666666666,0.9130434782608695,0.7706422018348624,0.6666666666666666,0.9130434782608695,0.7249121241617996
weapon,Raw-Facts,gemma3_27b,1,0.8181818181818182,0.8059701492537313,0.8307692307692308,0.8181818181818182,0.8059701492537313,0.8307692307692308,0.8137017465999028
weapon,Raw-Facts,gemma4_31b_or,0,0.7378640776699029,0.6666666666666666,0.8260869565217391,0.7254901960784313,0.6607142857142857,0.8043478260869565,0.7462146091450343
weapon,Raw-Facts,gemma4_31b_or,1,0.782608695652174,0.7397260273972602,0.8307692307692308,0.7428571428571429,0.6933333333333334,0.8,0.8431753678484405
weapon,Raw-Facts,llama3_70b,0,0.671875,0.524390243902439,0.9347826086956522,0.671875,0.524390243902439,0.9347826086956522,0.6818613531467941
weapon,Raw-Facts,llama3_70b,1,0.8163265306122449,0.7317073170731707,0.9230769230769231,0.8163265306122449,0.7317073170731707,0.9230769230769231,0.8165958472318025
weapon,Raw-Facts,qwen3_vl_235b_or,0,0.7628865979381443,0.7254901960784313,0.8043478260869565,0.7628865979381443,0.7254901960784313,0.8043478260869565,0.7336103755477663
weapon,Raw-Facts,qwen3_vl_235b_or,1,0.8,0.725,0.8923076923076924,0.8,0.725,0.8923076923076924,0.8562753058169688
weapon,Hybrid-Manual,gpt4,0,0.7640449438202247,0.7906976744186046,0.7391304347826086,0.6881720430107527,0.6808510638297872,0.6956521739130435,0.8542252167341385
weapon,Hybrid-Manual,gpt4,1,0.8444444444444444,0.8142857142857143,0.8769230769230769,0.7903225806451613,0.8305084745762712,0.7538461538461538,0.9242947662614875
weapon,Hybrid-Manual,gpt5mini,0,0.8125,0.78,0.8478260869565217,0.7291666666666666,0.7,0.7608695652173914,0.8875670148465158
weapon,Hybrid-Manual,gpt5mini,1,0.8181818181818182,0.7078651685393258,0.9692307692307692,0.8082191780821918,0.7283950617283951,0.9076923076923077,0.8985273189525103
weapon,Hybrid-Manual,gpt52,0,0.7777777777777778,0.7954545454545454,0.7608695652173914,0.7777777777777778,0.7954545454545454,0.7608695652173914,0.8337851303593826
weapon,Hybrid-Manual,gpt52,1,0.8280254777070064,0.7065217391304348,1.0,0.8,0.7058823529411765,0.9230769230769231,0.8952293617522098
weapon,Hybrid-Manual,gpt51_thinking,0,0.8247422680412371,0.7843137254901961,0.8695652173913043,0.8247422680412371,0.7843137254901961,0.8695652173913043,0.876962532575394
weapon,Hybrid-Manual,gpt51_thinking,1,0.8714285714285714,0.8133333333333334,0.9384615384615385,0.8714285714285714,0.8133333333333334,0.9384615384615385,0.9282572785407913
weapon,Hybrid-Manual,claude_sonnet_4_6,0,0.75,0.72,0.782608695652174,0.6862745098039216,0.625,0.7608695652173914,0.8421760635010251
weapon,Hybrid-Manual,claude_sonnet_4_6,1,0.8571428571428571,0.8382352941176471,0.8769230769230769,0.8059701492537313,0.782608695652174,0.8307692307692308,0.9221474345150372
weapon,Hybrid-Manual,gemini_25_pro,0,0.6774193548387096,0.5384615384615384,0.9130434782608695,0.6355140186915887,0.5573770491803278,0.7391304347826086,0.7493143957115096
weapon,Hybrid-Manual,gemini_25_pro,1,0.7972027972027972,0.7307692307692307,0.8769230769230769,0.7972027972027972,0.7307692307692307,0.8769230769230769,0.8542292053399481
weapon,Hybrid-Manual,gemini_3_flash,0,0.7865168539325843,0.813953488372093,0.7608695652173914,0.7422680412371134,0.7058823529411765,0.782608695652174,0.8374284314979238
weapon,Hybrid-Manual,gemini_3_flash,1,0.8428571428571429,0.7866666666666666,0.9076923076923077,0.8321167883211679,0.7916666666666666,0.8769230769230769,0.8962471923549846
weapon,Hybrid-Manual,gemma3_27b,0,0.6875,0.5365853658536586,0.9565217391304348,0.6666666666666666,0.525,0.9130434782608695,0.6419687351787657
weapon,Hybrid-Manual,gemma3_27b,1,0.8163265306122449,0.7317073170731707,0.9230769230769231,0.8163265306122449,0.7317073170731707,0.9230769230769231,0.7827214137687595
weapon,Hybrid-Manual,gemma4_31b_or,0,0.8301886792452831,0.7333333333333333,0.9565217391304348,0.8301886792452831,0.7333333333333333,0.9565217391304348,0.8334507446808752
weapon,Hybrid-Manual,gemma4_31b_or,1,0.8472222222222222,0.7721518987341772,0.9384615384615385,0.8356164383561644,0.7530864197530864,0.9384615384615385,0.89098975008742
weapon,Hybrid-Manual,llama3_70b,0,0.7010309278350515,0.6666666666666666,0.7391304347826086,0.6875,0.66,0.717391304347826,0.6754916702899826
weapon,Hybrid-Manual,llama3_70b,1,0.759493670886076,0.6451612903225806,0.9230769230769231,0.7194244604316546,0.6756756756756757,0.7692307692307693,0.780825055934985
weapon,Hybrid-Manual,qwen3_vl_235b_or,0,0.7843137254901961,0.7142857142857143,0.8695652173913043,0.75,0.72,0.782608695652174,0.7998305233182672
weapon,Hybrid-Manual,qwen3_vl_235b_or,1,0.8266666666666667,0.7294117647058823,0.9538461538461539,0.7808219178082192,0.7037037037037037,0.8769230769230769,0.8575441550255527
weapon,Hybrid-Full,gpt4,0,0.8,0.8181818181818182,0.782608695652174,0.7727272727272727,0.8095238095238095,0.7391304347826086,0.8367671550372316
weapon,Hybrid-Full,gpt4,1,0.8253968253968254,0.8524590163934426,0.8,0.8062015503875969,0.8125,0.8,0.9220230519688749
weapon,Hybrid-Full,gpt5mini,0,0.76,0.7037037037037037,0.8260869565217391,0.76,0.7037037037037037,0.8260869565217391,0.7661230769743544
weapon,Hybrid-Full,gpt5mini,1,0.8346456692913385,0.8548387096774194,0.8153846153846154,0.7941176470588235,0.7605633802816901,0.8307692307692308,0.9137373904355839
weapon,Hybrid-Full,gpt52,0,0.7789473684210526,0.7551020408163265,0.8043478260869565,0.7551020408163265,0.7115384615384616,0.8043478260869565,0.8401911933898893
weapon,Hybrid-Full,gpt52,1,0.8412698412698413,0.8688524590163934,0.8153846153846154,0.8412698412698413,0.8688524590163934,0.8153846153846154,0.8890709765158664
weapon,Hybrid-Full,gpt51_thinking,0,0.7962962962962963,0.6935483870967742,0.9347826086956522,0.7647058823529411,0.6964285714285714,0.8478260869565217,0.8690104906604182
weapon,Hybrid-Full,gpt51_thinking,1,0.8346456692913385,0.8548387096774194,0.8153846153846154,0.828125,0.8412698412698413,0.8153846153846154,0.9162574940858725
weapon,Hybrid-Full,claude_sonnet_4_6,0,0.7961165048543689,0.7192982456140351,0.8913043478260869,0.75,0.6724137931034483,0.8478260869565217,0.8110950162951968
weapon,Hybrid-Full,claude_sonnet_4_6,1,0.8702290076335878,0.8636363636363636,0.8769230769230769,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.9254473540696165
weapon,Hybrid-Full,gemini_25_pro,0,0.717948717948718,0.5915492957746479,0.9130434782608695,0.717948717948718,0.5915492957746479,0.9130434782608695,0.7218845261678696
weapon,Hybrid-Full,gemini_25_pro,1,0.8088235294117647,0.7746478873239436,0.8461538461538461,0.8088235294117647,0.7746478873239436,0.8461538461538461,0.8375337490615573
weapon,Hybrid-Full,gemini_3_flash,0,0.7889908256880734,0.6825396825396826,0.9347826086956522,0.7619047619047619,0.6779661016949152,0.8695652173913043,0.7998478216784786
weapon,Hybrid-Full,gemini_3_flash,1,0.859375,0.873015873015873,0.8461538461538461,0.8412698412698413,0.8688524590163934,0.8153846153846154,0.9124963885681783
weapon,Hybrid-Full,gemma3_27b,0,0.676923076923077,0.5238095238095238,0.9565217391304348,0.6379310344827587,0.5285714285714286,0.8043478260869565,0.67583076044451
weapon,Hybrid-Full,gemma3_27b,1,0.8322147651006712,0.7380952380952381,0.9538461538461539,0.8322147651006712,0.7380952380952381,0.9538461538461539,0.8176396753140499
weapon,Hybrid-Full,gemma4_31b_or,0,0.8043478260869565,0.8043478260869565,0.8043478260869565,0.8043478260869565,0.8043478260869565,0.8043478260869565,0.8079513263157625
weapon,Hybrid-Full,gemma4_31b_or,1,0.8266666666666667,0.7294117647058823,0.9538461538461539,0.7727272727272727,0.7611940298507462,0.7846153846153846,0.906653782164057
weapon,Hybrid-Full,llama3_70b,0,0.7450980392156863,0.6785714285714286,0.8260869565217391,0.7450980392156863,0.6785714285714286,0.8260869565217391,0.703538911844881
weapon,Hybrid-Full,llama3_70b,1,0.8188976377952756,0.8387096774193549,0.8,0.8095238095238095,0.8360655737704918,0.7846153846153846,0.8088908863744857
weapon,Hybrid-Full,qwen3_vl_235b_or,0,0.7294117647058823,0.7948717948717948,0.6739130434782609,0.6947368421052632,0.673469387755102,0.717391304347826,0.7831776544280109
weapon,Hybrid-Full,qwen3_vl_235b_or,1,0.8299319727891157,0.7439024390243902,0.9384615384615385,0.8299319727891157,0.7439024390243902,0.9384615384615385,0.8881422814349083
